id,title,author,text,label
810,Looking Beyond November 8th - A Song of Oligarchy and Doom,Hefficide,"link Hello again ATS! Though we are two weeks out from Election Day as I sit to write these words – I find myself already looking beyond Tuesday, November the eighth and at some of the things that I think will happen between now and 2020 as well as what I think the landscape will look like in the year leading up to that year's election. It won't be a popular opinion here on ATS, I am sure... But as of today I feel confident in saying that, short of some unprecedented and wholly unforseeable revelation or event – this years election is very likely a done deal. Hillary Clinton will almost certainly be the next President of the United States. With just two weeks remaining before Election Day ( as of this writing ), the meta-analysis of polls shows Clinton possessing nearly an insurmountable lead. While it is true that Trump enjoys a very passionate and enthusiastic base, he has done little to successfully expand that base. The potential for him to find a means of connecting with undecided and uncommitted voters is minimal and shrinks with each passing day. Having come to this view, I find myself free to look beyond the coming weeks and to try and get a handle on what a post 2016 world will look like. Frankly, gazing into my allegorical crystal ball, I see dark and threatening clouds gathering on our horizon. Clouds that could very well bring a storm of epic proportions our way. Election Night Blues The night of Tuesday, November the eighth could well be historic – in the worst of ways. This election cycle has broken several taboos and lowered the bar of political discourse in unprecedented ways. It has been a season of highly divisive hyperbole and rhetoric that has built-up a great deal of social tension. We currently sit atop a very, very dry powder keg of anger that is seething and highly volatile. Passions will be flaring among many as we watch the Election results stream in on our televisions, computers and phones. Many of those watching will be deeply, deeply emotionally invested in the outcome of this race. In this climactic moment we, as a nation, will be perilously close to critical mass. One spark away from potential disaster... Four years ago a man with some degree of fame was emotionally invested in that years election and he took to social media, Twitter, to vent his reactions in a paroxysmal spasm of emotion... That minor celebrity was one Donald J. Trump: Source Imagine for a moment what could happen if history repeats itself and this same man goes on a similar rant this Election night. Imagine the violence such a display could potentially trigger. Then stop imagining and take a deep breath... Such a reaction is not just possible – given the evidence, it is more than likely the probable outcome. Trump is currently heavily invested in telling his followers that the election is rigged, that they have no voice and that he is ""the only one"" who can save them. This is a very, very dangerous and unstable bit of social chemistry. Most Trump supporters, obviously, will not lash out in violence if their candidate loses the race – even if they personally feel that the outcome of the Election was not legitimate. However some Trump supporters, those in the extremes of what the media is currently calling ""the alt right"" very well could take to the streets in rage. Given some of the fringe support that Trump enjoys, I would honestly be surprised if such things were not already being planned by a handful of those on the fringe. The rhetoric of revolution has been abused of late – and there are always the few who take such statements far too literally... Across the line. Blunty put – if Election night comes and Trump loses – and if he takes to Twitter as he did four years ago – it could well result in a very long and bloody night. A catastrophic night that we will look back upon with shame. A night that could well poison our nation for years to come. Much Ado About Trump TV Many pundits and wonks have mused over the fact that it truly does appear that Trump has been laying the groundwork for a future media operation... Presumably a news network or service of some kind. I count myself among those who have been suggesting so for a fairly long time. However where I differ is that I don't see it as being quite so cut and dry any longer. While I do think that Trump's original thoughts ( or more the thoughts of those who influence Trump ) was to create a new media Conservative news venue... I think that it's now grown into something more. I think that Trump TV ( Or whatever they end up calling it - ""Trump TV"" is too generic. There's no inherent propaganda value in the name. I think something more like ""Trump's MAGA Network"" is probably more on point. ) will be used as a device to begin a new political party. More accurately to succeed where others have previously failed ( I’m looking at you Sarah Palin and Glenn Beck ) by congealing the various ""Patriot"", ""Tea Party"" and fringe right wing groups into one collective and singular entity – a party firmly rooted in extreme nationalism with enough religion and conservatism thrown in to gain wider appeal. My prediction is that Donald Trump will remain the focal point and figurehead of this coming movement – using this new network much as he currently utilizes his Twitter feed... A platform for him to vent his late night frustrations, angers and insecurities. His name will be predominantly used in the branding and messaging and Trump will be the face of it all. The most frequent speaker and guest. Imagine if The Apprentice had been a 24/7/365 live streaming show – and Trump had the power to walk in at any moment to say whatever happened to be on his mind... That is how I see Trump TV. However I don't see Trump being the driving force behind the actual message. Trump is a brand, after all. He has made his place in this world by putting his name on buildings he didn't build, shows that he didn't create and ideas he didn't originate. Trump works as a spokesperson – the guy who says ""I’m not only the President of... But I'm also a member"". The real people behind the curtain will be The Mercers ( Robert and Rebekah ), Steve Bannon and, to a lesser degree, Roger Ailes. As for on camera talents? I think the current obvious potential faces of this new media enterprise will be Hannity, O'Reilly and Lahren – though I'm honestly not personally sure if O'Reilly will make the jump. Money is money, after all, and Big Daddy Bill is sitting pretty comfortably atop the Fox news heap as his career winds down. Regardless, however, of who wins the backstage power war ( Other than the Mercers who are a lock ) and the on camera positions... The network itself will be the propaganda arm of the extreme right wing and I think it very well could end up pulling the national discourse much further to the right in the coming 4-8 years. Particularly with the subjects of national isolationism and national identity politics.",1
811,"Hillary cancels public appearance due to a large crowd of people chanting ""Lock Her Up!""",nan,"Memes Breaking: Hillary cancels public appearance due to a large crowd of people chanting ""Lock Her Up!"" The New York Times featured a photo of Hillary Clinton being welcomed to an early voting site in Pompano Beach, Florida on Sunday. Apparently, she didn't stay too long at her rally location at the Pompano Beach Amphitheater. Clinton almost melted at the sight of Trump signs surrounding her and people yelling ""Lock Her Up!"". A police escort shared what happened: Share on Facebook Posted Tuesday, November 01, 2016 Suggested Videos",1
812,Schools All Over America Are Closing On Election Day Due To Fears Of Violence,nan,"Schools All Over America Are Closing On Election Day Due To Fears Of Violence   
Will this be the most chaotic election day in modern American history? All across the nation, schools are being closed on election day due to safety fears. Traditionally, schools have been very popular as voting locations because they can accommodate a lot of people, they usually have lots of parking, and everyone in the community knows where they are and can usually get to them fairly easily. But now there is a big movement to remove voting from schools or to shut schools down on election day so that children are not present when voting takes place. According to Fox News , “voting has been removed or classes have been canceled on Election Day at schools in Illinois, Maine, Nebraska, New Hampshire, Ohio, Pennsylvania, Wisconsin and elsewhere.” Just a couple days ago , I shared with you a survey that found that 51 percent of all Americans are concerned about violence happening on election day, and all of these schools closing is just another sign of how on edge much of the population is as we approach November 8th. 
Many officials are being very honest about the fact that schools are being shut down on election day because they are afraid of election violence. The following comes from Fox News … 
Several schools across the nation have decided to close on Election Day over fears of possible violence in the hallways stemming from the fallout from the heated rhetoric that consumed the campaign trail. 
The fear is the ugliness of the election season could escalate into confrontations and even violence in the school hallways, endangering students. 
“If anybody can sit there and say they don’t think this is a contentious election, then they aren’t paying much attention,” Ed Tolan, the Falmouth, Maine police chief, said Tuesday. His community has already called off classes on Nov. 8 and an increased police presence will be felt around town. 
And without a doubt, voting locations are “soft targets” that often have little or no security. We have been blessed to have had such peaceful elections in the past, but we also need to realize that times have changed. I believe that there is wisdom in what Georgia Secretary of State Brian Kemp told reporters … 
“There is a concern, just like at a concert, sporting event or other public gathering that we didn’t have 15 or 20 years ago,” said Georgia Secretary of State Brian Kemp, co-chairman of the National Association of Secretaries of State election committee. “ What if someone walks in a polling location with a backpack bomb or something? If that happens at a school, then that’s certainly concerning.” 
All it is going to take is a single incident to change everything. 
Let us hope that it is not this election day when we see something like that. 
Another reason why polling locations are under increased scrutiny this election season is because of concerns about election fraud. This is something that Donald Trump has alluded to repeatedly on the campaign trail. For instance, just consider what he told a rally in Pennsylvania … 
“We don’t want to lose an election because you know what I’m talking about,” Trump told an overwhelmingly white crowd in Manheim, Pa., earlier this month. “Because you know what? That’s a big, big problem, and nobody wants to talk about it. Nobody has the guts to talk about it. So go and watch these polling places .” 
And of course reports are already pouring in from around the country of big problems with the voting machines. In Illinois this week, one candidate personally experienced a machine switching his votes from Republicans to Democrats… 
Early voting in Illinois got off to a rocky start Monday, as votes being cast for Republican candidates were transformed into votes for Democrats. 
Republican state representative candidate Jim Moynihan went to vote Monday at the Schaumburg Public Library. 
“I tried to cast a vote for myself and instead it cast the vote for my opponent,” Moynihan said. “You could imagine my surprise as the same thing happened with a number of races when I tried to vote for a Republican and the machine registered a vote for a Democrat.” 
In addition, if you keep up with my work on The Economic Collapse Blog , then you already know that a number of voters down in Texas have reported that their votes were switched from Donald Trump to Hillary Clinton . 
Well, it turns out that those voting machines appear to have a link to the Clinton Foundation … 
According to OpenSecrets, the company who provided the alleged glitching voting machines is a subsidiary of The McCarthy Group. 
The McCarthy group is a major donor to the Clinton Foundation – apparently donating 200,000 dollars in 2007 – when it was the largest owner of United States voting machines. Or perhaps the 200,000 dollars went to paying Bill Clinton for speeches? 
Either way, it doesn’t look good. 
After everything that we saw in 2012 , I am convinced that there is good reason to be concerned about the integrity of our voting machines. 
But Democrats don’t like poll observers, because they think that having too many poll observers will intimidate their voters… 
“It’s un-American, but at the same time we have a long history of doing things like that ,” Ari Berman, author of the 2016 book “ Give Us the Ballot: The Modern Struggle for Voting Rights in America ,” previously told The Christian Science Monitor. “Voting was very, very dangerous. I don’t think anyone’s suggesting that we’re at the same place today. I just think the loss of the [official poll observers] is going to be really problematic.” 
Without a doubt, this has been the craziest election season that we have seen in decades, and I have a feeling that it is about to get even crazier. 
But will the end result be the election of the most corrupt politician in the history of our country ? 
If that is the outcome after all that we have been through, it will be exceedingly depressing indeed. About the author: Michael Snyder is the founder and publisher of The Economic Collapse Blog and End Of The American Dream. Michael’s controversial new book about Bible prophecy entitled “The Rapture Verdict” is available in paperback and for the Kindle on Amazon.com.* Share This Article...",1
813,Neil Young Celebrates His 71st Birthday By Performing At Standing Rock,Heather Callaghan,"By Amanda Froelich The rock legend’s latest song, Indian Givers, is about the pipeline and seeks to raise awareness about the Native water protectors in North Dakota. Since Donald Trump won the... ",1
814,"Exclusive — Amid Paul Ryan’s Obamacare 2.0 Push, Mississippi’s Chris McDaniel Preps for Potential 2018 Senate Run - Breitbart",Matthew Boyle,"Mississippi state Sen. Chris McDaniel, a hardline conservative who nearly toppled Sen. Thad Cochran ( ) in the 2014 midterm primaries, told Breitbart News exclusively on Wednesday evening he is considering launching another bid for the U. S. Senate in 2018. [This new bid would come against Sen. Roger Wicker ( ) a different but similar U. S. Senator from the Magnolia State, amid concerns over House Speaker Paul Ryan’s Obamacare 2. 0 plan, the “American Health Care Act. ”  McDaniel told Breitbart News: I am definitely considering another run for U. S. Senate, for precisely the reason that now is the time when Mississippi’s conservatives should be leading the nation in the fight against Obamacare. Rather than championing conservative reform in D. C. Mississippi’s federal delegation  —   and Roger Wicker in particular  —   has been silent. Mississippians are among the most conservative people in the republic. We shouldn’t have to beg our Senators to fight for us. Wicker has until now remained publicly silent on the bill from Ryan and House GOP leaders, even though Ryan’s legislation does not repeal Obamacare, keeps in place the individual mandate but shifts the recipient of the penalty payment from a tax collected by the government to a fee collected by insurance companies, keeps the Obamacare Cadillac Tax in place indefinitely —  among many other serious concerns. Republicans   are rising up against it, from the House Freedom Caucus to Sens. Rand Paul ( ) and Mike Lee ( ). Sen. Ted Cruz ( ) who does not support the concept, says it does not have enough support to pass the Senate —  and Sen. Susan Collins ( ) a moderate, says it will not pass the Senate either and that it is dead on arrival should it even reach that chamber. But it is unlikely to get there. The House Freedom Caucus, aides say, is united against the bill, and that is more than enough members to crush it. But many House Republicans outside the House Freedom Caucus are also against the legislation, their offices tell Breitbart News, with as many as “70 or more” Republicans against Ryan’s bill, according to one aide. Paul told Breitbart News in a recent interview that Ryan appears to be misleading the president when it comes to this bill’s realistic chances in the House —  and that it really does appear this bill will fail. An aide in Wicker’s Senate office, Ryan Taylor, told Breitbart News that Wicker suports Ryan’s Obamacare 2. 0 legislation even though it does not repeal Obamacare. He claimed inaccurately in his statement to Breitbart News that the bill does repeal Obamacare. Taylor also attempted to blame President Trump for the proposal, stating inaccurately that it was “the President’s proposal,” not Ryan’s bill. “Sen. Wicker is working with President Trump, Vice President Pence, and most Republicans to pass the President’s proposal to repeal and replace Obamacare,” Taylor said, providing —  when Breitbart News offered him an opportunity to amend that part of his statement and his claim the bill repeals Obamacare —  a screenshot of President Trump’s Tweet announcing that Ryan rolled out the bill and that it is up “for review and negotiation. ” “Sen. Wicker is running for   and has a campaign manager,” Taylor added, connecting Breitbart News with that campaign manager, Justin Brasell. “Senator Wicker is taking nothing for granted in his   campaign,” Brasell said in a statement. “He has hired a campaign manager, is actively working to raise money and is organizing grassroots support in all 82 counties. He will be ready to once again earn the support of Mississippi voters in 2018, regardless of who runs. ” McDaniel has proven he can win a statewide U. S. Senate race in Mississippi. Back in 2014, McDaniel won more votes than Cochran in the primary, but since both finished under 50 percent plus one vote, it was kicked to a runoff election. In the runoff, McDaniel won more Republican votes than Cochran. And Cochran only won because of a   effort to get Democrats to cross over to vote in an underhanded way in the GOP primary. McDaniel was endorsed, too, by   Donald Trump. Of McDaniel, Trump said, he “is strong, he is smart  he wants things to change in Washington. ” I hope voters in Mississippi cast their ballot for @senatormcdaniel. He is strong, he is smart  he wants things to change in Washington.  —   Donald J. Trump (@realDonaldTrump) June 24, 2014,  In response to President Trump’s endorsement of McDaniel for U. S. Senate back in 2014, Brasell told Breitbart News that “this is a different race” and “Senator Wicker works well with President Trump. ” When Brasell was pressed on why, then, Wicker is not supporting efforts to repeal Obamacare, he told Breitbart News: “He is working with President Trump to repeal and replace Obamacare. ” But since the only bill that Wicker’s team is publicly supporting right now on this matter is a bill that does not repeal Obamacare, the American Health Care Act —  or Obamacare 2. 0 from Paul Ryan —  Breitbart News asked Brasell in a   question what specific legislation other than that bill he is backing that repeals Obamacare. He has not answered. The more important implication than this McDaniel news out of Mississippi, however, is that Ryan’s failure here to deliver a healthcare bill that actually does repeal Obamacare may unleash a wave of primary challenges against incumbent Republicans nationwide in both the House and Senate in 2018. With Republicans in the majority in both the House and Senate, and with a Republican president, a primary challenge wave is the last thing anyone in the Republican Party wants. But Ryan may have just triggered it.",0
815,BOOM: Short List of People More Inspiring Than Michelle Obama,TFPP Writer,"Pinterest 
Regan Pifer reports apparently the White House can only distribute criticism and cannot receive it. Must be a problem with their shipping department… 
In a move that Putin or Kim Jong-un would admire, the White House issued a warning to Republican presidential candidate Donald Trump this week and told him First lady Michelle Obama is off limits. 
Where oh where did the First Amendment go? Oh where, oh where can it be? 
As reported by Newsmax.com : 
The White House sent a warning to Donald Trump Thursday: Attacking Michelle Obama is off limits. 
The first lady blasted Trump without actually naming him during a campaign speech for Democrat Hillary Clinton on Thursday. The White House followed up with its own message for the Republican presidential candidate. 
“I can’t think of a bolder way for Donald Trump to lose even more standing than he already has than by engaging the first lady of the United States,” principal deputy White House press secretary Eric Schultz said on Air Force One… 
…Mrs. Obama’s comments are some of the most forceful of a week in which scores of Republican leaders abandoned Trump… 
So, while First lady Michelle Obama condemns Trump’s remarks, in an attempt to catapult Hillary Clinton to the White House, Trump is left with little alternative than to simply let her speak without defending himself. 
Ahhh, the freedom of censorship… 
As Michelle Obama told a packed audience of Trump’s remarks, “I can’t stop thinking about this. It has shaken me to my core in a way I could not have predicted. I know this is a campaign, but this isn’t about politics. It’s about basic human decency.” 
Agreed. Basic human decency is letting someone respond to the comments you have made against them. 
But let’s campaign for the Hillz–a compulsive, ill liar. 
Make egregious attacks against her opponent, then hide behind the First lady shield. 
That lacks human decency. That is politics.",1
816,‘More Artists Are Going to Boycott’: The Grammys Face Fallout After Fraught Awards - The New York Times,Joe Coscarelli,"Before the 59th annual Grammy Awards on Sunday, the music industry murmured about what it might mean for Adele to once again sweep the top awards, leaving Beyoncé snubbed in the major categories and with her third loss for album of the year. Having long faced accusations that the Grammys overlook young, progressive black artists  —   the last black woman to win album of the year was Lauryn Hill in 1999  —   the Recording Academy faced a potential backlash for going   on a white, traditionalist choice like Adele. Indeed, it happened again. Now, building on a conversation that was already bubbling, some artists and industry observers are considering the potential fallout. “More and more artists are going to boycott and step away,” Laura Stylez, a   of “Ebro in the Morning” on the New York   and RB station Hot 97, said in an interview, citing the absence of Drake, Frank Ocean, Justin Bieber and Kanye West from this year’s show, despite their major eligible releases and nominations. “You don’t want to lose today’s generation. They feel like they’re not represented. ” Charlamagne Tha God, an influential radio personality from “The Breakfast Club” on Power 105. 1, named Grammy voters his “Donkey of the Day” for their album of the year selection. “I tell artists all the time: Go where you’re celebrated, not where you’re tolerated,” he said, adding that Beyoncé had been “robbed. ” “They absolutely, positively got it wrong,” he said. “The Grammy committee should all feel foolish this morning, because even Adele acknowledged that she should not have won album of the year. ” Solange Knowles, Beyoncé’s sister and herself a Grammy winner this year for best RB performance, tweeted her dismay not long after Sunday’s final award was presented, linking to an earlier diatribe by the singer Frank Ocean. Mr. Ocean, one of the most critically adored artists of the streaming generation, had declined to submit his music for consideration at this year’s Grammys, calling the boycott his “Colin Kaepernick moment. ” In a blog post after insinuations from Grammy producers that his absence was because of a disappointing performance at the 2013 show, Mr. Ocean called out the Recording Academy for what he said was a “cultural bias,” referring specifically to last year’s show, in which Taylor Swift’s “1989” won album of the year over the rapper Kendrick Lamar’s “To Pimp a Butterfly. ” After Beyoncé’s “Lemonade” lost to Adele’s “25” on Sunday, Terrence Henderson, an executive at Mr. Lamar’s label, Top Dawg Entertainment, also expressed his frustration. “Maybe Frank had a point,” he wrote on Twitter. This year’s show was not entirely homogeneous. In addition to a Prince tribute and exemplary performances by Beyoncé and A Tribe Called Quest, Chance the Rapper won three awards, including best new artist, for what was essentially an online mixtape. But the broader pattern was hard to ignore. In the last five years especially, albums by Mr. Ocean, Mr. Lamar and Beyoncé have been passed over for the top award in favor of releases by white artists: Mumford  Sons, Daft Punk, Beck, Taylor Swift and Adele. Though Beyoncé has 62 nominations and 22 wins overall, most have come in the designated RB categories, with only one in the big three of record, song or album of the year. “Single Ladies (Put a Ring on It)” won best song in 2010. Only 10 black artists have ever won album of the year the last was Herbie Hancock, then 67, for a collection of Joni Mitchell covers in 2008. In light of Adele’s sweep on Sunday, the presentation of the award for best urban contemporary album, a minor hodgepodge of a category, to Beyoncé for “Lemonade” couldn’t help but feel like a consolation prize. She used her one speech on the telecast to highlight the importance of her children’s seeing themselves reflected at “the Super Bowl, the Olympics, the White House and the Grammys. ” Beyond that, Beyoncé, who is stingy with her extemporaneous commentary, has not spoken about her Grammy defeat. But she did have a surprise planned, win or lose: A new song with DJ Khaled and her husband Jay Z, released exclusively on his streaming platform Tidal, called “Shining. ” “All of this winning, I’ve been losing my mind,” she sings, seemingly above it all. “Don’t try to slow me down. ”",0
817,"VIDEO: Idiot Destroys Trump’s Hollywood Star, Gets BAD NEWS Seconds Later",Robert Rich,"VIDEO: Idiot Destroys Trump’s Hollywood Star, Gets BAD NEWS Seconds Later Posted on October 26, 2016 by Robert Rich in Politics Share This 
Social media is buzzing about Donald Trump’s Hollywood star being destroyed in California. However, it seems that the man responsible just came forward by making a video – but his stupid stunt turned around and slapped him big time when he got bad news just a short time later. 
Since the beginning of his campaign, Trump’s Hollywood star in Los Angeles, California has sustained it’s fair share of vandalism. From people spray painting a Nazi swastika on it to literally taking a crap on it, the most recent stunt was far worse than all the rest. 
Seemingly trying to destroy the star for good, a man, who has since been identified as James Otis, used a sledgehammer and pickaxe in order to help him vandalize the well-known emblem. All caught on video by shocked onlookers, Otis could be seen hitting the star with a pickaxe resulting two plates breaking free. 
As it turns out, those plates depicted both the Hollywood star television emblem and the presidential hopeful’s name. Since that point in time, Otis has come forward in order to claim his fame – but it took mere seconds for him to realize that not everything is exactly going according to his poorly thought out plan when he promptly got some bad news. Donald Trump’s star before (left) and after (right) (Source: TMZ ) 
Although the man states that he’s willing to go to jail for his crimes, he may not have actually known what he was getting himself into. According to The Hollywood Chamber of Commerce, the plaque is (or was) worth a whopping $30,000, meaning that Otis admitted to a felony. 
Felony vandalism (damaging over $10,000 worth of property) can result in imprisonment for up to three years in state prison and a fine of up to $50,000. Otis stated that he does intend to turn himself in and has already hired a lawyer, but we’ll see just how tough he is when he has to face a judge. 
The tough guy wannabe later added that he “wanted to face Trump in court,” but the idiot must have forgotten that he didn’t destroy Trump’s property, but rather, the state of California’s. Making matters worse for himself, Otis states that he intends to sell the plaques taken from the star on election day, claiming he will donate all the money to Trump’s so-called sexual assault victims. 
Unfortunately for him, the more he talked, the more trouble he got himself into. After all, most people know that selling or buying stolen property is a criminal offense as well. We all know that Hillary Clinton’s voters aren’t the smartest in society, but this guy may just take the cake. Then again, he’ll have plenty of time to think about how dumb he is while he’s pissing his life away behind bars.",1
818,"“He Won Because The Elites WANT HIM There, The Global Economy WILL Collapse”",Contributing Author,"
This article was written by Melissa Dykes and originally published at The Daily Sheeple . 
Editor’s Comment: Though Trump’s election was a great victory/rebuke over the dictates and controls of the financial oligarchy that own and run this nation, the American people are not out of the woods yet. Quietly but constantly in the background of the entire Obama Administration, the Federal Reserve’s stimulus program that combined unlimited QE with zero percent interest rates has absolutely wrecked this country and its economic stability. 
The system as we know it cannot be sustained. Yellen and co. have been simply waiting for the right time to let the other shoe drop – namely, after it could influence the election even further in the direction of Trump’s populist uprising. Unfortunately, he will now be largely blamed for the great destruction that is scheduled to fall upon this nation. In fact, that is the very reason that Brandon Smith of Alt-Market.com attributed to Trump’s victory when he predicted his election many months ago. 
Something big is coming… prepare yourselves accordingly. 
How Alt-Market Predicted Trump’s Win Months in Advance: “He won because the elites WANT HIM THERE, the global economy WILL collapse” 
by Melissa Dykes
While many of us in the alternative media and especially those researchers of Clinton crimes are breathing a big fat sigh of relief that anybody but Hillary is headed to the White House in 2017, Brandon Smith of Alt Market is warning us all not to get too comfortable… and with history on his side here, we should listen to him.
Despite what looked like a rigged, fraudulent Hillary win orchestrated from the top down with the entire establishment machine behind her, Trump won the election. In an election year that would have otherwise seen record low voter turnout, the specter of Hillary that led to Trump’s victory has now given the people a reason to believe their vote actually matters again, an extra boon to further relegitimize the corrupt system running things in this country.
But Smith reminds us that if Trump is walking into the Oval Office in January, it is only because the elites decided to put him there in advance — and for a reason.
First it should be noted that Smith accurately predicted that Brexit would pass , even when the majority of the alt media was reporting that there was no way it possibly could. Was it another victory for the people?
No, it was predetermined well in advance:
“The mainstream media has been consistently comparing Trump supporters to Brexit supporters, and Trump himself has hitched his political wagon to the Brexit. This fits perfectly with the globalist narrative that populists and conservatives are killing the global economy and placing everyone at risk. “
Then he accurately predicted a Trump win … but not because voting actually matters:
“U.S. elections are indeed controlled, and have been for decades, primarily through the false left/right paradigm. However, as I have been pointing out since I correctly predicted the success of the Brexit referendum, I don’t think that Clinton is the choice of the elites.”
“To be clear, my position is that Trump is slated to take the White House and that this is by design. This has been my position since before Trump won the Republican Primaries, it was my position when the election cycle began, it has never changed, nor have my views on the reasons for this outcome ever changed…”
Smith says regardless of whether or not Trump is a legitimate anti-establishment candidate, his win means the global economic collapse the system has been holding off on will finally come to pass — as planned — under Trump’s watch:
“…Even if Trump is a legitimate anti-establishment conservative, his entry into the Oval Office will seal the deal on the economic collapse, and will serve the globalists well. The international banks need only pull the plug on any remaining life support to the existing market system and allow it to fully implode, all while blaming Trump and his conservative supporters…”
He will be the perfect scapegoat for something the alternative media have known is coming for a long, long time.
Now Smith is spelling it out :
The bottom line is, Trump is on the way to the White House because the elites WANT HIM THERE. Now, many liberty proponents, currently in a state of elation, will either ignore or dismiss the primary reason why I was able to predict the Brexit and a Trump win. These will probably be some of the same people that were arguing with me only weeks ago that the elites would NEVER allow Trump in office.
So, to clarify: 
Trump may or may not be aware that he and his conservative followers have been positioned into a a trap. We will have to wait and see how he behaves in office (and he WILL be in office, despite the claims of some that the elites will try to “stop him” before January). My primary point is THAT IT DOES NOT MATTER, at least not at this stage. The elites will initiate a final collapse of the global economy under Trump’s watch (this will probably escalate over the course of the next six months), and they WILL blame him and conservatives in general. This IS going to happen. The elites play the long game, and so must we.
And there you have it.
It’s not much of a secret that the economy is being artificially propped up. The Fed’s QE stimulus programs are no longer working. We know it can’t remain this way forever.
And even though everyone just feels so much relief that we’ve all been spared the nightmare of Hillary Clinton climbing into yet another seat of even more power, we can’t just assume we’re all going to skip off into happy magical fairy sprinkle land unscathed.
Sure, the people have spoken, but it’s only the illusion of power that we’re seeing play out now. The Powers That Shouldn’t Be running this insanity circus always have a plan… how else have they gotten away with controlling the globe for at least the past century?
After saying “I told ya so,” Smith issued a final warning that we shouldn’t be so naive:
While millions of Americans are celebrating Trump’s win today, I will remain even more vigilant. The party is just getting started, folks. Don’t get too comfortable.
Sadly, we can’t ignore decades of New World Order history here just because we’re relieved a psychopath like Hillary lost the election. Smith is right. We’d all do well to listen to him and get prepared for what’s coming.
2017 is going to be a bumpy ride .
This article was written by Melissa Dykes and originally published at The Daily Sheeple . ",1
819,4 Best Health Benefits of Sweating,Heather Callaghan,"By Deanna Minich, PhD Your body has a natural, powerful, built-in system for detoxification that doesn’t require trendy juice cleanses or expensive protocols. All you have to do is sweat!... ",1
