id,title,author,text,label
910,Nico Rosberg Takes Formula One Drivers’ Title Despite Lewis Hamilton’s Win in Abu Dhabi - The New York Times,Brad Spurgeon,"ABU DHABI, United Arab Emirates  —   Lewis Hamilton may have won the Abu Dhabi Grand Prix on Sunday, and he may have won 10 races this season compared to nine victories for his Mercedes teammate, Nico Rosberg. But Rosberg, who finished the race in second place, not only won the 2016 world drivers’ championship, having earned 5 points more than Hamilton this year, but he also proved that he deserved that title, and above all, that it is still possible in the cutthroat world of modern Formula One to win with the style and grace of a gentleman. After conceding the drivers’ title to Hamilton during the past two seasons, and even losing when they were teammates in   as children, Rosberg finally beat his nemesis. “It feels like I’ve been racing him forever,” Rosberg said of Hamilton. “He has always managed to just edge me out and get the title, even when we were small in  . He’s an amazing driver and one of the best in history, so it’s unbelievably special to beat him because the level is so high. ” It was not just the manner in which Rosberg succeeded, and his generosity in praising his teammate, but also the contrasting style with which Hamilton lost the title, that defined this final duel of the 2016 season. With just 12 points between them before the race, and Rosberg leading the series, Hamilton, who started from the pole position  —   with Rosberg starting second  —   had to win the race and hope that Rosberg failed to finish second or third. There was widespread speculation before the race that Hamilton would use dirty tactics by trying to hold his lead to the first corner, and then drive slowly in order to force Rosberg into a battle with the drivers who were behind him  —   notably those from Red Bull and Ferrari, who started from third to sixth. “That’s not really ever been my thought process,” Hamilton said before the race, adding that it “wouldn’t be very easy or wise to do so. ” But it was exactly what Hamilton did, driving at one point as much as nine seconds slower per lap than he had in qualifying for the pole, and despite his Mercedes engineer regularly telling him to speed up as the team feared it could lose the victory. But even before that point, Rosberg had also fallen victim early in the race to another similar tactic from a competing team, after Max Verstappen in one of the Red Bull cars moved ahead of him after his pit stop, and Verstappen slowed to block Rosberg and help the other Red Bull driver, Daniel Ricciardo, to catch up from behind Rosberg. At that point, Rosberg had to contemplate that he might end up behind both of the Red Bull drivers, with Hamilton winning the race and the title. “The feelings out there in the battle with Max, unreal,” said Rosberg, looking both emotionally and physically exhausted. “I hope I don’t experience that many times again. ” He then proved what a gutsy and precise driver he is when his engineer told him that he absolutely had to pass Verstappen as soon as possible. He did so with a brilliant and brave move on Lap 20 of the   race, despite the knowledge that Verstappen has been criticized all season as a dangerous and unpredictable driver to pass. Rosberg then set several fastest laps of the race and caught up to Hamilton again, showing that he was in full control of his car and himself. But a bigger trial lay ahead in the final laps of the race: As predicted, with Rosberg less than a second behind him, Hamilton drove as slowly as he could in order to push Rosberg into Sebastian Vettel of Ferrari, who was catching him, and Verstappen. Hamilton’s engineer continuously requested he speed up. But Hamilton kept his car as slow as possible, even answering, for an employee of a racing team, insubordinately. “Right now, I’m losing the world championship,” Hamilton said with two laps remaining. “So I’m not bothered if I’m going to lose the race. ” Rosberg had a card of his own to play, of course, had he decided to act like drivers such as Ayrton Senna, Alain Prost and Michael Schumacher in similar situations in the 1980s and 1990s, who all settled titles with knockout crashes into their own teammates. But before the race, Rosberg had said he would only do everything within the rules to win. And after the race, he said he never considered trying to pass in unrealistic circumstances. There was a certain justice that dawned after the race about Hamilton’s tactic, as Vettel repeated twice that he could not have made an attempt to pass Rosberg because Hamilton was actually too close in front of Rosberg, and any leap past Rosberg might send Vettel into a collision with Hamilton’s car. Under immense pressure throughout the season, Rosberg did everything he had to do to hold his advantage  —   Hamilton led the series for a period of only four midseason races  —   and Rosberg did so despite Hamilton’s efforts, both in words and on the track, to impose his will. Paddy Lowe, the technical director of the Mercedes team, explained why he felt there was no question that Rosberg deserved to win the title. “For me, it’s about not just winning races, it’s about sustaining that energy, sustaining that commitment, sustaining that nerve throughout a championship,” Lowe said. “And it all came down to this race today, and he did it, and that is the mark of a real world champion. ” But it was Rosberg’s own contrasting, and worthy, behavior that impressed the most. Despite Hamilton’s tactics on Sunday, and the media grilling them both over its ethical merits, Rosberg refused to say a bad word against Hamilton. “You can understand the team’s perspective, and you can understand Lewis’s perspective  —   so that’s it,” said Rosberg, closing the debate. Hamilton, however, was unrepentant. “I don’t think what I did was dangerous, so I don’t think I did anything unfair,” Hamilton said. “We are fighting for a championship, so I controlled the pace. That’s the rules. ” It was all a stark contrast to the early years of the series, when it was possible for one driver to hand his car to another driver of the same team, as Peter Collins did for Juan Manuel Fangio in 1956 in the final race, handing his own chance at winning his first title to Fangio, who ended up claiming his fourth. But Rosberg has perhaps learned his lessons from a driver from another age as well, as he became only the second son of a Formula One world champion  —   after Graham and Damon Hill  —   to win the title himself. His father, Kéké, won the title while driving for the Williams team in 1982, and after only a single victory that season. “I hope my dad survived that race,” Rosberg said of his victory. “I haven’t seen him yet. I’m sure it was pretty intense for him, so I hope he’s O. K. ”",0
911,What a Sensory Isolation Tank Taught Me About My Brain - The New York Times,Richard A. Friedman,"“Take off your clothes, step into the pod and shut the top. And be really careful not to get any of the salt in your eyes. ” Those were the instructions I was given recently just before I entered a sensory isolation tank in Seattle. Finally, I would have my chance to see what it would be like to be a brain in a jar. Lying in a supersaturated solution of magnesium sulfate  —   better known as Epsom salts  —   cranked up to body temperature, I pulled the top down over me and pushed the button to extinguish the violet light illuminating the pod. Cut off from the world of sensory stimuli, my brain had free rein to invent any experience it had up its sleeve. So I floated in pitch blackness and waited for a profound experience to wash over me. This is what adherents paid $89 a pop to feel. I’d heard it was better than meditation, yoga and drugs  —   perhaps because it promised nirvana without any effort or side effects. But I felt nothing. After some time, I became acutely aware that I could not feel my body, which I suppose was the whole point of depriving the brain of any connection to the physical world. I started to slowly move my hands and legs to reassure myself they were still there. Check. I had a vivid image of my phantom body I knew intellectually that it was present, but couldn’t detect it in the normal sense. Just then, I made the error of letting my head drop too low in the salt broth and got some into my eyes. The sting was immediate and distinctly unpleasant. The brief period of nothingness had ended, and over the next few minutes, my mental state moved from curiosity to boredom to annoyance. I blinked and rubbed my eyes. My stomach rumbled. My brain was bombarded with all kinds of physical sensations. I was beginning to feel sympathy for pickled fish. Instead of a transcendent excursion into an altered consciousness, sensory deprivation had hilariously underscored the primacy of my body it was almost a purely physical experience from start to finish. It was like being at a meditation retreat with a runny nose. My brain was simply incapable of escaping the signals my body was sending it. When the hour was up, I showered and came down to the receptionist to pay. There were three women there who were   like me, and they all looked blissful. “How was it?” one of them dreamily asked me. Not wanting to be a downer, I replied that it was lovely and interesting. At least it was half true. The experience made me wonder about a question that has never let go of me: Are you more than your brain? Hardly a week goes by, it seems, without an enthusiastic report in the popular media about intriguing neuroscience research linking some human behavior to the function of a particular brain circuit. So you might hear that the insula  lights up when you’re sad, another region when you’re happy and still another when you’re enjoying a drink or an orgasm. For some reason we love to hear our mental experiences described in the language of neuroscience, yet what does it actually add to our understanding of ourselves to learn that our brain shows activity when we think and feel one thing or another? By itself, not a lot, except to encourage the erroneous and simplistic idea that the brain is an independent sovereign, calling all the shots. Of course, the brain gives rise to our mind, which then tries to understand and manipulate the very neural apparatus that brought it about. It gives me a headache just thinking about it. Some very smart neuroscientists and philosophers like to say that the very notion of mind is an illusion, a trick of the brain  —   something they have been carrying on about for rather a long time. Don’t get me wrong. I’m a neuroscience junkie. But we are not just a brain in a jar we are also bodies, and what we do with those bodies can influence the brain. You can easily alter your thinking and mood by manipulating your body: by, for example, injecting your forehead with Botox, shining light into your eye, exercising  —   or floating in an isolation tank. In the end, whether or not we are more than our brain is less important and less interesting than the fact that our brain does not just give orders it takes them, too. An isolation tank can turn the body weightless and invisible, but your brain knows better.",0
912,Chelsea Handler Botches Tweet Attacking Trump’s Grandchild,Daniel Nussbaum,"Talk show host Chelsea Handler tweeted a joke mocking President Donald Trump’s unborn grandchild Monday afternoon, but appeared to misspell the word “genes,” leading Trump’s sons to reply with the correct spelling. [“I guess one of @realDonaldTrump’s sons is expecting a new baby,” Handler tweeted. “Just what we need. Another person with those jeans. Let’s hope for a girl. ”  I guess one of @realDonaldTrump’s sons is expecting a new baby. Just what we need. Another person with those jeans. Let’s hope for a girl.  —   Chelsea Handler (@chelseahandler) March 20, 2017,  Handler had apparently attempted to use the word “genes. ” Donald Trump Jr. replied to Handler’s post to correct the mistake, writing: “Jeans? ?? I guess I’m not at all surprised  …     but really? !?! #genes” Jeans? ?? I guess I’m not at all surprised  …     but really? !?! #genes https:  .   —   Donald Trump Jr. (@DonaldJTrumpJr) March 20, 2017,  A short time later, Eric Trump  —   who announced earlier Monday that he and wife Lara are expecting a boy in September  —   also replied to correct the tweet and remind Handler he is expecting a son. Somewhat ironically, Handler mocked Melania Trump’s English skills in a recent interview at Sundance, during which she said she would never interview the First Lady on her Netflix talk show. “No. Melania? To talk about what? She can barely speak English,” she told Variety in January. The First Lady, who was born in Slovenia, reportedly speaks five languages. Handler apologized for the spelling error in a   tweet Monday evening, saying she was a “little stoned. ” Sorry about spelling mistake. I meant ”genes,” not ”jeans.” I’m a little stoned. What’s your excuse?  —   Chelsea Handler (@chelseahandler) March 20, 2017,  The    Chelsea star  —   who supported Hillary Clinton in the 2016 presidential race  —   has been a vocal critic of Trump since well before the November election. In April, the comedian posed   with the phrase, “Trump is a butt hole” scrawled across her back. “It’s always a good thing to be able to look at somebody and be like, ‘That’s the worst thing that could happen,’” she told Variety in September. “And I think we should keep him in the spotlight. Not as president, obviously, but, you know, as The Apprentice or whatever that show is called. ” In January, Handler led the Women’s March on Main in Park City, Utah, a sister march of the larger   Women’s March on Washington that occurred simultaneously in the nation’s capital. “Women are under a   political assault, and I intend to fight back with all my might against a Republican president, a Republican Congress, and the radical, religious right who are drooling to defund Planned Parenthood health services nationwide,” she wrote in a guest column for the Hollywood Reporter at the time.   Follow Daniel Nussbaum on Twitter: @dznussbaum",0
913,Report: Trump Moves to Own Tax Reform Plan Without Speaker Paul Ryan - Breitbart,Neil W. McCabe,"Politico reported Thursday that President Donald Trump, chastened by his experience pushing for the failed Ryancare bill, is moving forward on tax reform with is own economic team in the lead —  not Speaker Paul Ryan ( ):[Just on Thursday, President Donald Trump huddled with Treasury Secretary Steven Mnuchin, National Economic Council Director Gary Cohn, senior strategist Steve Bannon,    and consigliere Jared Kushner and staffers from the National Economic Council and Treasury to delve into the various policy   and ways to structure a plan. The key takeaway: The White House is not outsourcing these details to anyone, including the speaker of the House. The report said White House press secretary Sean Spicer confirmed this new dynamic at Friday’s news briefing: “The president will put out principles, I’m sure, in terms of what his goals are and drive this as the process moves forward. ”  A   paper, obtained by Politico and developed during the presidential transition, is the central blueprint for the president’s tax reform program —  and it would push Ryan’s own Border Adjustment Tax off the table. The president is expected to propose cutting the corporate tax rate to 15 percent combined with a wiping out of the tax code’s catalog of tax loopholes and deductions Congress created to ameliorate the 35 percent rate for business profits. Another part of the plan is to simply the individual tax rates, again by lowering the rates and removing specialized deductions. Trump’s corporate and individual tax reforms are significant, but no way near the revolutionary changes contained in Ryan’s Border Adjustment Tax, which shifts $1 trillion in annual tax burden onto exported goods and exporters. That fight has already been going on behind the scenes, as domestic manufacturers and retailers line up allies and resources as they contest for who will be on the hook for   of the federal government’s annual revenues. Ryan read Capitol Hill Republicans into his   schedule that would carry on through Labor Day at the GOP lawmakers’ policy retreat held in Philadelphia in the last week of January. The schedule called for the House to focus on overturning President Barack Obama’s   regulations through the Congressional Review Act, while the Senate focused on confirming the first wave of Trump administration appointees. March was dedicated to the    of the 2010 Patient Protection and Affordable Care Act, or Obamacare. In April, the Senate would confirm the president’s choice to fill the Supreme Court seat made vacant by the death of Justice Antonin Scalia, and the House would tackle reforming the tax code —  a process coupled with the approval of the fiscal year 2018 budget that would consume both chambers. In Philadelphia, Ryan had not yet revealed that he would hijack the    of Obamacare with his own bill that fell short of what Republicans had expected and had promised voters in every political cycle since Obamacare became law in 2010. The Ryancare bill alienated conservatives and frightened moderate Republicans hesitant to cast a politically risky vote for a bill that might not pass the Senate. In the end, the speaker pulled the Ryancare bill from the House floor March 24, nearly 15 minutes from the roll call that would have meant its certain defeat. If Ryan had a working majority in the House, he would be the man driving the agenda, he but does not have that majority, so the White House is moving forward with its own agenda and its own ideas. The aborted American Health Care Act has been portrayed as a defeat for the president, who rallied for the bill in   events outside of Washington and behind closed doors at the White House and on Capitol Hill. Now that things have settled, it appears that instead of a setback for the president, the failure of the speaker’s health care legislation was really Trump’s liberation. During the 2016 presidential cycle, Ryan created “The Better Way” agenda as a parallel campaign platform, so that he and his allies could campaign for themselves without mentioning the president’s name nor offer him support. Now, Trump has found his own better way.",0
914,,Teapolicy,"You mean a war against Russia -- starting in Syria, and spreading to god only knows where.",1
915,AG Jeff Sessions Unveils Program to Accelerate Deportation of Imprisoned Illegals - Breitbart,Ben Kew,"U. S Attorney General Jeff Sessions and the Department of Justice are introducing measures to accelerate the deportation of imprisoned illegal aliens with the announcement of a new immigration program on Thursday. [The Institutional Hearing Program (IHP) will seek to reduce the bureaucratic processes involved in deportation by using   hearings to determine the fate of illegals once they have served their sentence.  The program includes giving more Bureau of Prisons contract facilities the power to undertake deportation proceedings, installing the required technology, and introducing new uniform intake policy between a DOJ office and U. S. Immigration and Customs Enforcement. “We owe it to the American people to ensure that illegal aliens who have been convicted of crimes and are serving time in our federal prisons are expeditiously removed from our country as the law requires,” Sessions said in a statement announcing the plan. “This expansion and modernization of the Institutional Hearing Program gives us the tools to continue making Americans safe again in their communities,” he continued. Earlier this week, Sessions said that cities refusing to comply with federal immigration law, such as Los Angeles and San Francisco, risked losing federal tax dollars. “I strongly urge our nation’s states and cities and counties to consider carefully the harm they are doing to their citizens by refusing to enforce immigration laws and to rethink these policies. Such policies make their cities and states less safe. Public safety as well as national security are at stake and put them at risk of losing federal dollars,” Sessions said at a White House press briefing. The warning comes amidst a nationwide crackdown enforcing immigration policy as part of Donald Trump’s wider immigration reforms. As well as plans to hire 15, 000 new Immigration and Customers Enforcement (ICE) agents, the Department of Justice is now publishing a weekly list all 118 localities refusing to cooperate with the administration’s immigration policy, as well as crimes committed by illegal immigrants within them. You can follow Ben Kew on Facebook, on Twitter at @ben_kew, or email him at bkew@breitbart. com",0
916,Former US Attorney for DC: New Hillary Email Probe Was Result of ‘Revolt’ Inside FBI,Chris Menahan,"Former United States Attorney for the District of Columbia Joe diGenova suggested Friday James Comey’s reopening of the investigation into Hillary Clinton’s emails was the product of a “revolt” inside the FBI. 
While speaking with WMAL’s Larry O’Connor , diGenova was asked what Comey meant by saying newly discovered Clinton emails from Anthony Weiner and Huma Abedin’s devices “appear to be pertinent” to the FBI’s prior investigation. 
“It tells me that the original investigation was not thorough, and that it was an incompetent investigation,” diGenova said, “otherwise they would have discovered this — and I’ll tell you why.” 
“These were found on the phone that was used by Anthony Weiner and Huma Abedin,” he said. “Why was that phone not looked at originally?” 
“There could be one explanation: Huma Abedin may have denied that any other phone existed, and if she did, she committed a felony. She lied to the FBI just like General Cartwright, and if she did, she’s dead meat, and Comey knows it, and there’s nothing he can do about it.” 
diGenova continued: “And why this letter was sent today was very simple: the agents came to Comey yesterday, they told him about the evidence, and he said oh ‘S’, and realized that his goose was cooked, that this would prove conclusively that his original investigation was incompetent, and he knew that the agents running the Weiner case would leak it if he did not send this letter to congress.” 
“And I’ve also been told something very significant, it’s been reported that those laptops [belonging to Clinton aides Cheryl Mills and Heather Samuelson] were destroyed, they were not, and the reason is the FBI agents refused to do it.” 
diGenova went on to say he believes “there is a quiet but serious revolt against the director right now.” 
“He sent those letters today because he is in deep trouble inside the bureau,” he said. “Comey sent this letter today because he had to. He has no moral authority inside the agency right now, he’s a joke, he’s a laughingstock of the agency, and among former FBI agents, he has become an anathema.” 
Listen to the full interview courtesy of WMAL: 
Courtesy of Information Liberation Don't forget to follow the D.C. Clothesline on Facebook and Twitter. PLEASE help spread the word by sharing our articles on your favorite social networks. Share this:",1
917,How Keeping Up Appearances Ruined a Former Dallas Banker - The New York Times,James B. Stewart,"At age 67, Thomas C. Davis should be enjoying all the perks of a long and distinguished career at the pinnacle of Wall Street and the Texas business elite. These include golfing at the prestigious Dallas Country Club and Preston Trail Golf Club, where he was a member trips to Las Vegas and golf tournaments on the private jet he   and fractional ownership of two professional sports teams, the Texas Rangers and the Dallas Stars. What he faces instead is the prospect of 20 years or more in federal prison and millions of dollars in fines. Last month, Mr. Davis pleaded guilty to 12 felonies for a brazen insider trading scheme in which he leaked a stream of confidential information about the   Dean Foods while he served as the company’s chairman. When questioned by agents from the Federal Bureau of Investigation in 2014 and lawyers from the Securities and Exchange Commission last year, he lied, compounding his securities fraud by committing perjury. And after the F. B. I. agents left, he took a prepaid cellular phone he had used to leak the information and threw it into a creek near his Dallas home, destroying evidence and obstructing justice. Mr. Davis’s crimes have received relatively little attention, in part because of the blaze of publicity that accompanied the flamboyant professional sports gambler William T. Walters, who was accused of being his   and the   Masters golf champion Phil Mickelson. (Mr. Mickelson wasn’t charged but netted nearly $1 million from the Dean Foods tips and agreed to forfeit the proceeds plus interest.) Mr. Walters pleaded not guilty last week to 10 felony counts. What led to Mr. Davis’s actions? His plea hearing, coupled with the S. E. C. and criminal complaints, and interviews with people who know him, offer some clues. For one thing, Mr. Davis was so desperate for money he even took from a charity. According to the S. E. C. Mr. Davis ran a charity that raised money for a Dallas shelter for battered women and children. The charity, tax records show, was Shelter Golf Inc. which held an annual     golf tournament at Preston Trail to benefit Genesis Women’s Shelter  Support. The event typically raised over $400, 000 and, after expenses, contributed about $300, 000 a year to Genesis. Mr. Davis was a   and trustee of Shelter Golf the golf legend Lanny Wadkins was one of five other trustees. According to the S. E. C. in August 2011, Mr. Davis told his assistant to write him a check for $100, 000 on the charity’s account, which he then used to cover an overdraft in his personal checking account of $80, 000. “This $100, 000 check resulted in a significant shortfall in the amount available for donation to the battered women’s shelter,” the S. E. C. said in its complaint. “Davis first delayed the charity’s donation to the shelter and later wrote a check for a partial amount only after prompting by the shelter leader and promising another $100, 000 by the end of the shelter’s fiscal year. ” Mr. Davis eventually repaid the $100, 000 using money he had obtained as part of the insider trading scheme. Many of his former colleagues on Wall Street were stunned by the charges against the distinguished   Mr. Davis, a Harvard Business School graduate and a Navy veteran, who, in contrast to Mr. Walters and Mr. Mickelson, both known gamblers, was seen as a pillar of the business establishment. In addition to his long tenure on the Dean Foods board, culminating in being named chairman in 2013, Mr. Davis served on at least nine other corporate boards, including Triton Energy, Suiza Foods, and the   Colonial Bank (now owned by BBT Financial). He was chief executive of the Concorde Group and a founder of Bluffview Capital, both investment firms. Before that, he was a managing partner at Donaldson, Lufkin  Jenrette, where he was head of banking and corporate finance for the southwestern United States and handled many mergers and acquisitions. He left after Credit Suisse acquired the firm in 2001. As someone actively involved throughout his career in confidential deals, Mr. Davis would have been acutely aware of insider trading law. “This was a shock,” said John C. Coffee Jr. a professor and expert on insider trading at Columbia Law School who has written about the failure to charge Mr. Mickelson. “He, of all people, should have known better. ” But the annals of insider trading are filled with people who knew better, from Ivan Boesky to Rajat Gupta. What’s perplexing is their motives. Like Mr. Davis, they were already rich and successful beyond most people’s dreams. At his plea hearing last month, Mr. Davis said he knew that his actions were “wrong and unlawful” but otherwise shed little light on why he turned to insider trading. But clearly, he needed money, despite his years of bonuses as a highly paid investment banker and his lucrative directors’ fees. According to the S. E. C. ’s complaint, by April 2010 Mr. Davis was in “desperate” financial straits. He owed the I. R. S. $78, 000. His brokerage account was heavily margined, and he had run up tens of thousands in credit card debt. He owed $550, 000 to one of his investment funds. Mr. Davis sought salvation in gambling and in Mr. Walters, whom he met decades earlier on a golf course. The two often played together, especially when they were both living in Southern California. The insider trading scheme began around June 2008, when Mr. Davis tipped Mr. Walters to Dean Foods’ coming earnings. It isn’t clear who came up with the idea, but Mr. Walters, an active investor, often expressed an interest in how Dean Foods was doing. There was no explicit agreement for Mr. Davis to share in any proceeds from Mr. Walters’s trading. Rather, as Mr. Davis put it at his plea hearing, “I expected that I would receive personal benefits in the form of business opportunities and a potential source of capital. ” As Professor Coffee put it, “This is a perfect example of a favor bank, which is exactly how Wall Street works. ” However vague the terms of their deal, they clearly knew that what they were doing was wrong. Mr. Walters gave Mr. Davis a prepaid cellular phone for use when conveying inside information and told him to use the code “Dallas Cowboys” when referring to Dean Foods, the government asserted. Mr. Davis finally came knocking in April 2010, when he met with Mr. Walters in Las Vegas and asked for money. Mr. Walters arranged a loan of $625, 000, which solved the immediate demands of the I. R. S. and his investment firm. But his spending continued. In just one month, March 2011, Mr. Davis ran up gambling losses of $200, 000 at one Las Vegas casino. He owed $178, 000 for the private jet. And he had to cover the $100, 000 he had taken from the charity. (The overdraft had occurred when the casino cashed in his “markers” after Mr. Davis failed to make good on the gambling losses.) This time Mr. Walters guaranteed a $400, 000 line of credit for Mr. Davis, who promptly drew down $350, 000 of it. And Mr. Davis repaid Mr. Walters’s $625, 000 loan, with interest. Mr. Davis ultimately received over $1 million in “loans” from Mr. Walters, most never repaid. As it turned out, that was a pittance compared to the $43 million in profit Mr. Walters reportedly reaped from Mr. Davis’s tips  —   a sum Mr. Davis learned of only in the course of the investigation. Despite Mr. Davis’s reputation as a skilled deal maker, that will surely rank as one of the worst insider trading deals in history, and it may help explain why Mr. Davis is now cooperating with the government against Mr. Walters. A lawyer for Mr. Davis, Thomas M. Melsheimer at Fish  Richardson in Dallas, declined to comment. The government has shed little light on Mr. Davis’s motive, other than that he needed money. The S. E. C. said he did little to adjust his expensive lifestyle after leaving Credit Suisse in 2001. He experienced a sharp drop in his income, went through an expensive divorce soon after and suffered big investment reversals during the 2008 financial crisis. None of that is a crime. Mr. Davis is hardly alone in trying to maintain the illusion of wealth and prosperity even as his personal finances veered out of control. But after a lifetime of success, Mr. Davis was too proud and too embarrassed to admit any of this and turn to his wealthy friends and fellow golf club members, though many would have been willing to help, according to a person close to him. (This person and others insisted on anonymity because the situation involved a pending criminal matter.) “Some people would risk anything rather than suffer that kind of personal embarrassment,” Professor Coffee said. “And once you’ve decided you’re willing to risk anything, you can get into deep, deep trouble. ”",0
918,Sesame Seeds for Knee Osteoarthritis,Michael Greger M.D. FACLM,"Sesame Seeds for Knee Osteoarthritis VN:F [1.9.22_1171] Close Transcript Transcript: Sesame Seeds for Knee Osteoarthritis 
Below is an approximation of this video’s audio content. To see any graphs, charts, graphics, images, and quotes to which Dr. Greger may be referring, watch the above video. 
Ever since the 1920s, doctors have been injecting arthritis patients with gold. Evidently, “gold-based medicines have been in use for thousands of years,” and remarkably, are still in clinical use as so called disease-modifying antirheumatic drugs—meaning they can slow the progression of rheumatoid arthritis. 
Unfortunately, such drugs can be toxic, even fatal, causing conditions such as gold lung, a gold-induced lung disease. “Although its use can be limited by the incidence of serious toxicity,” injectable gold has been shown to be beneficial. But maybe, some researchers suspected, some of that benefit is the sesame oil that’s injected, which is used as the liquid carrier for the gold. 
Sesame seeds contain anti-inflammatory compounds, with names like sesamin and sesamol, which researchers suspect “may serve as a potential treatment for various inflammatory diseases.” But, these were in vitro studies. First, we have to see if it has an anti-inflammatory effect in people, not just cells in a petri dish. But, there haven’t been any studies on the effects of sesame seeds on inflammatory markers in people with arthritis, for example—until now. 
“Considering the high prevalence of osteoarthritis…and since until now there has not been any human studies to evaluate the effect of sesame in [osteoarthritis] patients, this study was designed to assess the effect of administration of sesame [seeds] on inflammation…” And, they found a significant drop in inflammatory markers. But, what effect did it have on their actual disease? 
Fifty patients with osteoarthritis of the knee were split into two groups; standard treatment, or standard treatment plus about a quarter-cup of sesame seeds a day, for two months. Before they started, they described their pain as about 9 out of 10—where zero is no pain, and 10 is the maximum pain tolerable. After two months, the control group felt a little better—pain down to 7. But, the sesame group dropped down to 3.5—significantly lower than the control group. 
The researchers conclude that sesame appeared to have a “positive effect,”“improving clinical signs and symptoms in patients with knee [osteoarthritis].” But, the main problem with this study is that the control group wasn’t given a placebo. It’s hard to come up with a kind of fake sesame seed. But, without a placebo, they basically compared doing nothing to doing something. And, any time you have patients do something special, you can’t discount the placebo effect. 
But, what are the downsides? I mean that’s the nice thing about using food as medicine—only good side effects. Though the results are mixed, there have been studies using placebo controls that found that adding sesame seeds to one’s diet may improve our cholesterol and antioxidant status. And, the amount of sesamin found in as little as about one tablespoon of sesame seeds can modestly lower blood pressure a few points within a month—enough, perhaps, to lower fatal stroke and heart attack risk by about 5%; potentially saving thousands of lives. Please consider volunteering to help out on the site. Close Sources Video Sources",1
919,How White Cops Interact with Blacks in Real Life,Andrew Anglin,"Andrew Anglin
 26, 2016
What Blacks think Black interactions with White cops look like:
What SJW feminists think Black interactions with White cops look like:
What I wish Black interactions with White cops looked like:
What Black interactions with White cops actually look like:
Black People Cops The Blacks 2016-10-26 Andrew Anglin",1
920,Pennsylvania Republican Pushing Ban on Private Gun Sales - Breitbart,AWR Hawkins,"Pennsylvania State Rep. Jamie Santora ( ) is pushing a ban on private gun sales nearly identical to the ones Michael   Moms Demand Action pushed in Washington state, Maine, and Nevada. [Santora’s bill would bar the private sales that Americans have enjoyed since the Second Amendment was ratified in 1791 and would require that every sale be processed in front of an agent of the government via a background check.  This means that   Pennsylvanians selling a gun to a fellow hunter, lifelong   or childhood friend would have to seek out a Federal Firearms License (FFL) holder and the   buyer would have to pass a background check just as the Orlando Pulse attacker (June 12, 2016) the Aurora movie theater attacker (July 20, 2012) Gabby Giffords’ attacker (January 8, 2011) the Fort Hood attacker (November 5, 2009) and the Virginia Tech attacker (April 16, 2007) did. According to the Delaware County News Network, Santora says his attempt to expand the frequency of background checks is “common sense. ” He said, “We’re not trying to take away Second Amendment rights. Anyone who has a gun should have a background check. ” It should be noted that the following individuals all submitted to background checks in order to acquire their guns: The two   of Santora’s gun control bill are Democrats. AWR Hawkins is the Second Amendment columnist for Breitbart News and host of Bullets with AWR Hawkins, a Breitbart News podcast. He is also the political analyst for Armed American Radio. Follow him on Twitter: @AWRHawkins. Reach him directly at awrhawkins@breitbart. com.",0
