id,title,author,text,label
610,Rick Ross Documentary Video Doubles as Ad for Checkers - The New York Times,Zach Schonbrun,"In an effort to give back to his hometown community in Florida, Carol City, the   star Rick Ross decided to fulfill a childhood dream: He bought a Checkers   franchise. Why a Checkers? One reason seemed to rise above them all. “The No. 1 fries in the game,” Mr. Ross says in a   video released in December. The video shows Mr. Ross driving around town in his Ford truck, puffing cigars and relating stories from his childhood in the downtrodden community, which is in the Miami area. At a certain point, Mr. Ross begins talking about the burger joint he frequented as a teenager, across the thoroughfare from the carwash where he worked. There was a McDonald’s that was closer, but Checkers, he says, was more affordable. “I made $30 a day from 8 in the morning to 8 at night,” Mr. Ross says. “I went to Checkers. ” Checkers does not typically pursue celebrity endorsements. But when Mr. Ross applied to purchase the Carol City franchise last summer, he seemed so genuine in his affection for the   chain that Checkers recognized a marketing opportunity as straightforward as a  . Still, it did not want a typical campaign. Scott Wakeman, director of marketing for Checkers   Restaurants Inc. and the company’s ad firm, Fitzgerald  Company in Atlanta, turned to the    digital media upstart Woven Digital. The firm has heavy traction among Mr. Ross’s primary audience  —   young men  —   on the entertainment sites that it owns, like Uproxx, Dime and BroBible. Woven has also specialized in   productions that, on the surface, do not feel like ads. To Mr. Wakeman, it seemed like a perfect way to take advantage of Mr. Ross’s charisma and authenticity. “It just felt like such a unique opportunity,” he said. The video, which is 3 minutes 31 seconds long, was filmed over two days in Carol City in late September, mostly as Mr. Ross drove his truck around. Spliced in is footage of pickup basketball games and bikers popping wheelies. The first mention of Checkers comes about halfway through the video. Checkers invests the bulk of its annual marketing budget, about $20 million, in standard television spots, Mr. Wakeman said. By contrast, the Rick Ross ad has been distributed only on social media channels and Uproxx. But Mr. Wakeman said he believed the unusual authenticity of the video  —   and the compelling way Mr. Ross related his story  —   would resonate with viewers more than anything Checkers had tried in the past. “We don’t think of it as an advertisement,” Mr. Wakeman said, adding of Mr. Ross, “We wanted to create a piece of content that captured his love for the brand. ” Last year, Woven teamed up with MillerCoors on a series of short documentary videos that profiled entrepreneurs with expertise in making items like watches and surfboards, or, in one case, doing calligraphy. The   series, sponsored by Coors Banquet beer and run across Uproxx, was intended to reach an audience that has become adept at avoiding traditional advertising. According to Brad Feinberg, senior director of media and digital marketing for MillerCoors, it was a success, receiving more than 33 million views. “This is content that people want to see they’re intrigued by it, they seek it out,” Mr. Feinberg said. “And putting it in long form is something you can do in the digital space that is very cost prohibitive in other places. ”   storytelling might sound incompatible with the   attention spans of millennials, but it can have its advantages. Young men in particular have demonstrated a willingness to sit through longer pieces of content if it aligns with their values and gives them something of value in return, said Leah Swartz, senior content specialist for FutureCast, a part of the Barkley agency of Kansas City, Mo. that focuses on research into millennials. Her team considers this a rewriting of the old ABCs of sales. Rather than the mantra “always be closing,” brands must now think about how they can “always be helping. ” “You have to think about helping your consumer, what you’re providing, what benefits you’re giving, how you’re making their lives more fulfilled,” Ms. Swartz said. For Checkers, turning a story about a hit rapper’s upbringing into a selling point for hamburgers and chicken wings was a bit of a gamble, Mr. Wakeman said. In the video, there are only a couple of references to Checkers’ products, such as Mr. Ross’s unequivocal praise of the French fries. But Mr. Wakeman said the documentary format allowed Mr. Ross’s true voice to shine through. “Food and value are our two big brand pillars, and I think they come through in the spot, in a cool way,” Mr. Wakeman said. “It wasn’t a script. It was just Rick talking about what he loves” about the place. The video also captures moments of spontaneity. The producers originally intended just to film Mr. Ross outside the Checkers, but on the way there, he sent out a message on Instagram offering free burgers to any fans who wanted to meet him in Carol City. About 200 people showed up, and the cameras rolled as he shook hands and ripped open bags of food. Benjamin Blank, the chief executive of Woven, said the company was not trying to conceal that the video was an advertisement. But he said he thought the content itself was meaningful and captivating enough that   viewers ultimately would not mind being sold to. “There were plenty of things Rick could have gotten involved with from a business standpoint,” Mr. Blank said. “But his reason for getting involved with Checkers was a great story. ”",0
611,Oil has been spilling into the Pacific Ocean since last month and its being totally ignored,"Chris ""Kikila"" Perrin","VIDEOS Oil has been spilling into the Pacific Ocean since last month and its being totally ignored This is in the heart of the Great Bear Rainforest, which is seen as “one of the most pristine wilderness environments on earth” By Chris ""Kikila"" Perrin - Friday, November 18, 2016 8:53 AM EST 
Bella Bella, British Columbia — When is environmental damage too much? When is it acceptable? In what is being called “ a relatively tiny ” marine oil spill, for the Heiltsuk First Nations of the Central Coast of BC, the question is being asked in quite real terms, forcing government to answer the questions that it might have preferred to have evaded. 
Since running aground in mid-October , a small boat has been leaking oil into the Pacific Ocean, and along BC’s Central Coast. Despite the fact that this spill comes in the aftermath of the Royal Visit to the region — a visit that sought to place the health of the coastline and all the life that dwells there within the global lens — there appears to be very little international interest. Making matters worse, there appears to be little interest from Canadian lawmakers on how best to reduce the potential for disasters like this. 
Along the Central Coast of British Columbia, the Great Bear Rainforest is seen as “one of the most pristine wilderness environments on earth.” Stretching approximately 400 kilometers along this sparsely populated area, the Great Bear Rainforest has long represented the very idea of conservation and intrinsic preservation to Canadians and environmentalists around the world. 
Along with the Kermode Bear , the area made National Geographic’s “ Places of a Lifetime ” list and has been called the planet’s last large expanse of coastal temperate rain forest by people like Robert F. Kennedy, Jr. Natural beauty, conservation projects , and provincial parks are not, however, all the region is known for. 
Of all things, the Central Coast offers access to the Pacific Ocean. It also provides a more-or-less direct line for fossil fuel exportation from various LNG (liquefied natural gas) sites around the province, as well as tar sands oil from the neighbouring province of Alberta. 
North of Bella Bella, the town of Kitimat serves as the proposed terminal destination of Enbridge’s Northern Gateway Pipeline , a project that has seen a great deal of protest that, in many ways, echoes the issues coming to a head in Cannon Ball, North Dakota. One of the most attractive aspects of the region, insofar as fossil fuel extraction is concerned, is the access it offers to Asian markets , pitting the desires of big oil corporations against those of First Nations and environmentalists , alike. 
Even with the legislative death of Northern Gateway, the region continues to be the focal point for resource extraction. October’s oil spill — which is ongoing — provides a visceral reminder of what is at stake in such discussions, pushing many local residents to demand a full tanker ban along the Central Coast . 
Yet, while the Coastal Rainforest is inundated with thousands of litres of oil, the federal government seems content to remain reactive . Rather than agreeing to the suggested ban, the Liberal government of Prime Minister Justin Trudeau instead proposed a $1.5 billion (CDN) fund to help deal with oil spills after they occur. 
Reactive policies like this leave the fragile ecosystems found in the Central Coast region to suffer contamination before they are dealt with, and offer no change for the way issues of sovereignty are evaluated between First Nations and the colonial Canadian government. 
Since his election in 2015, PM Trudeau has taken several quick steps back from his promises to respect First Nations’ sovereignty and deal with environmental issues . Although this “ relatively tiny marine oil spill” can be seen as just that, a minor environmental issue that will be cleaned up with more federal money, there is a deeper implication that can be seen — one that pits ongoing environmental degradation and cultural assimilation and genocide against neoliberal economic policy .",1
612,Podesta To Mills: “We Are Going To Have To Dump All Those Emails”,Zero Hedge,"
In today’s, 25th, Wikileaks release of hacked Podesta emails, one of the notable highlights is a March 2, 2015 exchange between John Podesta and Clinton aide Cheryl Mills in which the Clinton Campaign Chair says “On another matter….and not to sound like Lanny, but we are going to have to dump all those emails.” 
The email, which may indicate intent , was sent just days before the NYT story revealing the existence of Hillary’s email server, and Hillary’s press conference addressing what was at the time, the stunning revelation that she had a personal email account, and server, in her home.
Mills’ response: “Think you just got your new nick name.”
It is unclear which Lanny is referred to: the infamous former DOJ staffer Lanny Breuer who quit in January 2013 after telling Frontline that some banks are too big to fail, or, more likely Lanny Davis , special counsel to President Bill Clinton, and spokesperson for the President and the White House on matters concerning campaign-finance investigations and other legal issues.
It is also unclear for now which emails Podesta is referring to in the thread, but Podesta adds: “better to do so sooner than later.” We can hope that a subsequent response, yet to be leaked by Wikileaks, will provide more color.
If the exchange is shown to disclose intent to mislead, it will negate the entire narrative prepared by Clinton that she merely deleted “personal” emails and will reveal a strategic plan to hinder the State Department and FBI “investigation.”
This is the first time that particular exchange has emerged among the Podesta emails.

And in a separate email sent out just days later by Clinton campaign communications director, Jennifer Palmieri, we get yet another confirmation that the president actively mislead the public when he said he didn’t know Hillary was using a private email address:
Suggest Philippe talk to Josh or Eric. They know POTUS and HRC emailed . Josh has been asked about that. Standard practice is not to confirm anything about his email, so his answer to press was that he would not comment/confirm. I recollect that Josh was also asked if POTUS ever noticed her personal email account and he said something like POTUS likely had better things to do than focus on his Cabinet’s email addresses.
Perhaps while the DOJ/FBI is taking a second look into Huma Abedin’s emails, it can also take a repeat look at some of these, especially the ones involving POTUS. Delivered by The Daily Sheeple 
We encourage you to share and republish our reports, analyses, breaking news and videos ( Click for details ). 
Contributed by Zero Hedge of www.zerohedge.com . ",1
613,"Hillary Collapses On Her Way To The Stage, Sellout Bruce Springsteen Covers For Her – The Resistance: The Last Line of Defense",nan,"Home Election 2016 Hillary Collapses On Her Way To The Stage, Sellout Bruce Springsteen Covers For Her Hillary Collapses On Her Way To The Stage, Sellout Bruce Springsteen Covers For Her Stryker Election 2016 , Leftist Corruption , Liberals Behaving Like Liberals 0 
Hillary Clinton’s sad last push for votes was supposed to culminate in a gathering of “talent” the left was calling “The Avengers of campaigning.” Hillary, Slick Willy, Barry Soetoro and Moochelle along with Creepy Uncle Joe Biden were to all come together at a huge show featuring hasbeens Bon Jovi and working class sellout Bruce Springsteen. 
From one libtard to the next, promises of work-free lives filled with food stamp steak and lobster flew amid delusional dreams of free college education for everyone and a health care system that will cure what ails you for eleven bucks a month, no questions asked. The $15 minimum wage and 90 percent tax on the people who have done well in America were celebrated with great vigor, until it came time for the woman of the hour herself to take the stage. 
Bruce Springsteen, acting as master of ceremonies, shouted over the roar of the feminist-laden crowd, “Here she is, and I’m with her!” Unfortunately, she never appeared in the spotlight. 
Springsteen, after holding a finger to his earpiece, picked up his acoustic guitar and started slowly picking away a familiar tune. He turned to the audience and said: 
“You know, before the next President of the United States comes out here I want to make sure we’re all ready. Are you ready?” The crowd cheered. “If there’s one thing we’ve always known about this amazing woman, one thing that w2as never in question, it’s that she was born to run.” 
As the crowd went nuts for the popular song, interns and medical staff were reportedly attending to Clinton backstage after she collapsed from an unknown ailment. The press was quickly corralled and swept aside, but a couple of rogue stagehands tweeted about the incident before they were discovered and their posts deleted. This screenshot was grabbed within a minute of it being tweeted: 
Clinton is said to have looked pale and distant, unaware of her surroundings. As of the writing of this article, Springsteen was still playing his set. Join The Resistance And Share This Article Now! 234 ",1
614,Those Who Thoughtlessly Disbelieve “Conspiracy Theories” Need To Read This,pcr3,"Those Who Thoughtlessly Disbelieve “Conspiracy Theories” Need To Read This
https://www.lewrockwell.com/2016/11/no_author/forces-evil-treachery-deception/ 
The post Those Who Thoughtlessly Disbelieve “Conspiracy Theories” Need To Read This appeared first on PaulCraigRoberts.org .",1
615,Dr. David Duke and Dr. Slattery Expose Hillary’s Treason and Why Trump & Duke will Win!,Dr. Patrick Slattery,"Dr. David Duke and Dr. Slattery Expose Hillary’s Treason and Why Trump & Duke will Win!  25 am 
Dr. David Duke and Dr. Slattery Expose Hillary’s Treason and Why Trump & Duke will Win! 
Today Dr. Duke and Dr. Slattery talked about Hillary’s clear acts of treason against the United States by providing massive shipments of weapons to Saudi Arabia at a time that she knew they were providing support to ISIS. Dr. Duke, if elected to the Senate, would be in a position to expose Hillary and push for her impeachment should she win (steal) the election. BLOOD ON THE TRAITOR’S HANDS! 
Dr. Slattery discussed post-election scenarios. He noted that if Trump wins in a close election, a small number of Republican electors could be bribed to vote for Hillary, throwing the election to her, or even vote for Pence, throwing the election to the House of Representatives to decide from amongst Trump, Hillary, and Pence. Should Hillary win and Trump supporters feel the election was illegitimate, impeachment would be more likely. 
This is an extremely educating and enlightening show. Please share it widely. 
Our show is aired live at 11 am replayed at ET 4pm Eastern and 4am Eastern. 
Click on Image to Donate! 
And please spread this message to others.",1
616,Russian frigate off Syrian cost blasts terrorist HQ with cruise missiles (VIDEO),Jafe Arnoldski (noreply@blogger.com),"November 16, 2016 - Fort Russ News -  RusVesna - translated by J. Arnoldski -  


As reported earlier, the Admiral Grigorovich frigate of the Russian naval strike group in the Mediterranean Sea has launched cruise missiles against targets in Syria.  
The Ministry of Defense of Russia has published video footage of Caliber and Oniks cruise missile strikes against terrorist targets. 

The footage shows the moment of missiles hitting a terrorist warehouse of weapons and military vehicles and also a strike on militants' headquarters.  




     Follow us on Facebook!                                                   
                                                   

       Follow us on Twitter! 
                               

             Donate! 
",1
617,"Hillary Clinton Liked Covert Action if It Stayed Covert, Transcript Shows - The New York Times",David E. Sanger,"Hillary Clinton longs for the days when Americans knew how to execute a covert action abroad and not spill the details to reporters. Addressing a Goldman Sachs event in 2013, in one of the speeches that WikiLeaks published on Saturday, Mrs. Clinton gave a   realpolitik answer to the question of how to handle a problem like Syria. If the best chance of success was to act secretly inside that country, she made clear, she had no problem doing that. She went on to say  —   as her audience already knew because of revelations in the news media  —   that as secretary of state she had advocated secretly arming the Syrian opposition and moving forcefully to counter the Russians, who at that point were supporting President Bashar   but had not yet fully entered the conflict. “My view was you intervene as covertly as is possible for Americans to intervene,” she said in answer to a question from Lloyd C. Blankfein, the chief executive of Goldman Sachs, which paid Mrs. Clinton about $225, 000 a speech to give what felt like an insider’s view of the making of American foreign policy, months after she left office. But she quickly acknowledged that “we used to be much better at this than we are now. ” “Now, you know, everybody can’t help themselves,” she added, and officials go out to “tell their friendly reporters and somebody else: ‘Look what we’re doing, and I want credit for it. ’” The three hacked speeches from 2013 that WikiLeaks published, most likely with Russian government assistance, help explain how Mrs. Clinton approaches some of the world’s knottiest problems. They are a reminder of the   way she often assesses her most vexing opponents when the television cameras are not on. By the time she left office that year, she had met and assessed two of the three world leaders who were determined most prominently to challenge the United States: President Xi Jinping of China, whom she clearly admires President Vladimir V. Putin of Russia, whom she clearly detests (and who has returned the sentiment this election) and Kim   of North Korea, whose determination to build a nuclear weapon and missiles that could “reach Hawaii and the West Coast, theoretically” poses a risk “we cannot abide,” she said. At moments in the speeches, Mrs. Clinton was cleareyed about how difficult it would be to execute some of the actions she advocated, including a   zone over parts of Syria. “To have a   zone, you have to take out all of the air defense, many of which are located in populated areas,” she said. “So our missiles, even if they are standoff missiles so we’re not putting our pilots at risk  —   you’re going to kill a lot of Syrians. So all of a sudden this intervention that people talk about so glibly becomes an American and NATO involvement where you take a lot of civilians. ” Her assessment of the risk came before she was formally running for president. But two years later, in a television interview in October 2015, she sounded willing to take that risk. “I personally would be advocating now for a   zone and humanitarian corridors to stop the carnage on the ground and from the air, to try to provide some way to take stock of what’s happening, to try to stem the flow of refugees,” she said. Her successor as secretary of state, John Kerry, tried last month to open those humanitarian corridors, but the effort collapsed in a dispute with Russia. A push to get it restarted during a meeting in Lausanne, Switzerland, on Saturday between Mr. Kerry and his Russian counterpart, Sergey V. Lavrov, also failed. In the talks at Goldman Sachs, Mrs. Clinton was often more analytic than prescriptive, describing her perceptions of individual leaders and the domestic politics and foreign threats they face. In that regard, her approach is quite different from that of Donald J. Trump. In two interviews on foreign policy with The New York Times, one in March and another in July, Mr. Trump moved directly to his plans of action: bombing the Islamic State and taking oil, for example, or withdrawing troops from Europe and Asia if allies do not pay their share. While Mr. Trump often talks in terms of striking deals, Mrs. Clinton talks in the more traditional terms of  . When she became secretary in 2009, she posed a question about China to an Australian leader: “How do you deal toughly with your banker?” In the Goldman transcript, she suggested that she had answered her own question when sparring with the Chinese over its claims in the South China Sea. “I made the point at one point in the argument that, you know, you can call it whatever you want to call it,” she said. “You don’t have a claim to all of it. I said, by that argument, you know, the United States should claim all of the Pacific. We liberated it, we defended it. We have as much claim to all of the Pacific. And we could call it the American Sea, and it could go from the West Coast of California all the way to the Philippines. ” “And, you know, my counterpart sat up very straight and goes, ‘Well, you can’t do that. ’” Mrs. Clinton segued into an evaluation of Mr. Xi, the Chinese leader, who she noted had consolidated power in a way his predecessor never did, but had quickly traveled to places like Russia and Africa to assuage “doubts about Chinese practices. ” “So he’s someone who you at least have the impression is a more worldly, somewhat more experienced politician,” she said. Mr. Xi has since become more aggressive in the South China Sea, and it is unclear how forcefully Mrs. Clinton, if she became president, would confront him over his claims. She acknowledged at one point that the administration had gotten distracted from its “pivot” to Asia. In North Korea, the situation has worsened much more drastically. She summarized the Chinese message to the North Koreans this way: “We don’t care if you occasionally shoot off a missile. That’s good. That upsets the Americans and causes them heartburn, but you can’t keep going down a path that is unpredictable. ” That, of course, is exactly the path they have gone down.",0
618,Accusing two young men in Al-Qatif,nan,"Email 

Condemning two young men, accused for confirming the current government of Syria and Hezbollah, wondered Shia community in Saudi Arabia. The Public prosecutor claimed that the first defendant had the purpose of going to Yemen, and then to Syria, to join the army for fighting against the Takfiri terrorists. And the second one, had paid 2500 riyals to him as the expense of his trip. 
Despite six years of war in Syria, and definite denies of Shiites in Saudi Arabia for having connections with Iran and Syria, they are still accused for trying to make chaos in the region. None of these allegations has been proven, but Shiites are worried about the reflection of the chaotic situation of the region against themselves.",1
619,US: Kurdish Troops Will Be Involved in Invading ISIS Capital of Raqqa,Jason Ditz,"Turkish Objections Won't Stop YPG's Involvement by Jason Ditz, October 26, 2016 Share This 
US Lt. Gen. Stephen Townsend, the leader of the US military forces in Iraq and Syria , today announced that Kurdish YPG forces will participate in the invasion of the ISIS capital city of Raqqa, despite Turkish government demands that the Kurds not be allowed to take part. 
Townsend was a bit vague on the details of Kurdish involvement, saying the US are “going to take this in steps,” and that Turkey has to realize the only way that the US is going to have enough force to take over Raqqa any time soon is with a significant portion of the YPG involved. 
Turkish Foreign Minister Mevlut Cavusoglu reiterated that his government wants only “local forces” involved in the Raqqa battle, and that the YPG, who Turkey considers a terrorist organization, must not be allowed to take part in any way. 
Turkey’s military has been attacking the YPG in several locations around Syria over the past week, including heavy airstrikes which killed an estimated 200 YPG fighters who were engaged in an offensive against ISIS around Afrin. The Turkish government has repeatedly complained the YPG is gaining too much territory in Syria, and that they must abandon much of it. Last 5 posts by Jason Ditz",1
