id,title,author,text,label
210,"The UN Plans To Implant Everyone With A Biometric ID, This Is Not A Drill",Starkman,"It sounds like something out of a Philip K. Dick novel, replicants and all. The United Nations is planning to have all humans imprinted with biometric identification cards . 
Via AlternativeNews 

If you’re not sure what this means for you, it would basically be sci-fi meets 1984. The world government would know where you go, what you do, who you’re with, and who you are at all times, anywhere, every day and every night. It means more restrictions and less freedom. The United Nations wants everyone to have a biometric identification tag by 2030, which is part of their Global Goals agenda .
The United Nations is already working hard toward the implementation of this goal – particularly among refugee populations. The UN has partnered with Accenture to implement a biometric identification system that reports information “back to a central database in Geneva”.
…
And these new biometric identification cards will not just be for refugees. According to a different FindBiometrics report, authorities hope this technology will enable them to achieve the UN’s goal of having this kind of identification in the hands of every man, woman and child on the planet by the year 203o.
…
The following comes from the official website of the World Bank…
Providing legal identity for all (including birth registration) by 2030 is a target shared by the international community as part of the Sustainable Development Goals (target 16.9). The World Bank Group (WBG) has launched the Identification for Development (ID4D) cross-practice initiative, with the participation of seven GP/CCSAs sharing the same vision and strategic objectives, to help our client countries achieve this goal and with the vision of making everyone count: ensure a unique legal identity and enable digital ID-based services to all.
Source: The Economic Collapse 
If you were wondering how the world powers would truly tighten their grasp on the liberties of its citizens, this is how it will happen.
Everything you do and say will be monitored and recorded to be used to shepherd you towards obedience. The United Nations has always been a force for world dominance, and this program will be enforced the world over. This is already being done through social media, but because services like Facebook are not obligatory for all citizens, the next logical step is to force citizens to participate in this very program.
Are they running behind schedule ? This was supposed to happen by 2017 in the United States: 
Source : (Truth & Action) 
",1
211,Trump Attacks Senator’s Credibility Over Gorsuch’s Comments - The New York Times,"Jonathan Weisman, Eric Lichtblau and Charlie Savage","■ President Trump met with airline industry executives and complained that “we spent six trillion dollars in the Middle East, we got nothing. ” ■ Representative Tom Price could finally get a vote as soon as Friday to be confirmed as secretary of health and human services. ■ Senator Chuck Schumer of New York, the Democratic leader, and Senator Patty Murray of Washington, the ranking Democrat on the labor committee, are going after Andrew Puzder, Mr. Trump’s embattled nominee for labor secretary. It was a bit of a    moment when Senator Richard Blumenthal, Democrat of Connecticut, told reporters that President Trump’s nominee for the Supreme Court, Judge Neil M. Gorsuch, had called Mr. Trump’s attacks on the judiciary “demoralizing” and “disheartening. ” The account was readily confirmed on the record by a White House adviser, Ron Bonjean, working to advance the Gorsuch confirmation. But that wasn’t enough to stop the president from going after Mr. Bluementhal where it hurt: The president was referring to 2010 news, broken in The New York Times, a media outlet he has openly criticized, that Mr. Blumenthal had  exaggerated his   service. The president, who might want to be making friends with the senators who need to confirm Judge Gorsuch, tipped his hand as to what news program he was watching Thursday morning: CNN, where Mr. Blumenthal was being interviewed. Mr. Trump registered his discontent. Actually, Mr. Cuomo did ask about Mr. Blumenthal’s service, he said. It is also unclear what was “fake” about a story that relied as much on the people shepherding the Gorsuch nomination through the Senate as on one of the senators who will cast a vote. Senator Ben Sasse, Republican of Nebraska, confirmed the Blumenthal account Thursday morning, as did former Senator Kelly Ayotte, a Republican and one of Judge Gorsuch’s shepherds. Mr. Cuomo also did not ask the senator about the president’s bone spurs. Maybe he was just not positively disposed toward the United States Senate Thursday morning. After taking a whack at Senator Blumenthal, Mr. Trump turned to an old nemesis, Senator John McCain of Arizona, chairman of the Senate Armed Services Committee, whose actual Vietnam heroism, beyond dispute, was disparaged by Mr. Trump. This time, the president was unhappy that Mr. McCain had suggested that the recent raid in Yemen that resulted in the death of an American commando, multiple civilians and possibly a child who was an American citizen was not a success. The president’s tweets came after his press secretary, Sean Spicer, asserted Wednesday that the senator owed an apology to Chief Petty Officer William “Ryan” Owens, who lost his life in the raid. Mr. McCain offered no such thing. “When you lose a $75 million airplane and, more importantly, an American life is lost, I don’t believe you can call it a success,” he told NBC News. Jeff Sessions’ bruising confirmation as attorney general Wednesday evening set off a predictable flurry of news releases that declared the   Alabama senator to be a great American who would “make America a safer place” (the National Rifle Association) or “a lap dog” and a “dangerous gamble” (the Brady Campaign to Prevent Gun Violence). But for all the bombastic pronouncements, a more measured,   note came from, wait for it, the pot industry. Mr. Sessions has been a longtime foe of legalizing marijuana, but the National Cannabis Industry Association was totally chill. “We look forward” to working with Mr. Sessions to maintain the Justice Department’s current   approach to state marijuana policies, the association said. “We will work with him to do that,” the industry said cheerfully. In other words, don’t bogart that joint, my friend. When President Trump met with the airline industry on Thursday, the executives had plenty to complain about: an air traffic control system that is out of date, an airport infrastructure that is failing, computers that are melting down. And in the president, the executives found a sympathetic ear. Airports are getting “the wrong stuff,” he said. The air traffic control network is “a system that’s totally out of whack. ” Why? “We spent six trillion dollars in the Middle East, we got nothing,” the president said. “And we have an obsolete plane system, we have obsolete airports. ” The day President Trump took the oath of office, he filed paperwork to declare his candidacy for   not so much because he was overeager but because money was still flowing into his campaign coffers, and any funds raised over $5, 000 in 2017 would have had to be returned unless Mr. Trump registered as a candidate. And we know the president doesn’t like refunds. So what’s a federal employee to do with a boss who was technically running for office the day he stepped into the Oval Office? The Office of Special Counsel has answers. It has told federal employees that they may not express a view about whether Mr. Trump should be   or defeated in 2020 while on duty or in the workplace, but it assured them that they were otherwise free to express support or disapproval about Mr. Trump and his policies. A new guidance document was issued on Tuesday after the office said that it had received numerous inquiries about the impact of Mr. Trump’s filing for  . In contrast, former President Barack Obama filed such paperwork more than two years after his inauguration. The office  —   an independent agency that watchdogs   protections  —   said that with the exception of expressly advocating Mr. Trump’s success or failure in the 2020 election, federal employees were still pretty free. “Because the 2020 election is still more than three years away, at this time not all expressions of support or opposition to President Trump constitute political activity for purposes of the Hatch Act,” which prohibits federal employees from politicking, it said. The office also developed a new answer to its list of frequently asked questions that spells out with greater detail the scope and limits of federal employees’ right to express their views while they are at work or on duty. The new answer distinguished between expressing a view about current events, policy issues and matters of public interest  —   which federal employees are always free to do  —   and political activity, meaning advocating the success or failure of a particular political candidate or party. For example, it said, federal employees on duty or in the workplace are free to say “I agree with health care reform,” but not, “If you disagree with health care reform you should support candidate X. ” Andrew Puzder, the chief executive of the   corporation that gave the world Carl’s Jr. Hardee’s, and racy ads of   women eating large hamburgers, is finally getting his confirmation hearing (on Feb. 16) after multiple delays. And Democrats see a cabinet nominee they may just be able to derail. Senator Chuck Schumer, the Democratic minority leader, called on the president to withdraw Mr. Puzder’s nomination, describing his business record as “ . ” He also picked up the conservatives’ war cry, assailing Mr. Puzder for hiring an undocumented immigrant to clean his house. “They ought to withdraw Puzder’s nomination before he further embarrasses this administration and further exposes the hypocrisy of President Trump in saying one thing to the workers of America and doing another,” Mr. Schumer said. Momentum may be building. Democrats have attacked his record at CKE, the parent company of the   chains. Opponents have moved to unseal divorce records, which may contain details of domestic violence accusations leveled by his   then retracted. And until Mr. Schumer chimed in, conservatives  —   led by the White House adviser Steve Bannon’s Breitbart News  —   were the leading voices attacking Mr. Puzder for employing an undocumented immigrant. Well, if he doesn’t get confirmed, Mr. Puzder will have a nest egg to fall back on. Ethics documents released Wednesday night showed that he pulled in a $3. 4 million salary last year, owns as much as $55 million in company stock that he must divest himself of, expects a bonus of $1 million to $5 million and even secured a relocation benefit worth between $250, 000 and $500, 000. And he would not be nearly the richest member of the cabinet. Budget season is fast approaching on Capitol Hill, and Defense Secretary Jim Mattis met for a private breakfast on Wednesday with the lawmakers who will largely decide on the Pentagon’s coming request for more money to increase what President Trump has said are the nation’s badly “depleted” armed forces. Mr. Mattis and top aides met with the senior Republican and Democrat on the House and Senate Armed Services Committees, and their counterparts on the House and Senate Appropriations Committees that control the Pentagon’s purse strings. The big   is complicated, however. Under the terms of the 2011 Budget Control Act, both domestic and military spending is subject to hard, statutory budget caps. Republicans want to lift those caps for the Defense Department. Democrats insist that they will go along only if the caps are raised for domestic spending as well. For a guy who famously  —   and rightly  —   rejected the polls that showed he would not win the presidency, Mr. Trump has suddenly become quite enamored with those surveys. Vexed by the federal courts and questioned by the press, the president has turned to public opinion to bolster his policies, especially his temporary ban on visas to travelers from seven predominantly Muslim nations. And it’s not just polls of Americans. Hey, polls of Europeans back him up too. And of course, polls also back up his feeling for the news media  —   which, as you might have noticed, he doesn’t like.",0
212,Clinton Advisor LOSES IT In Leaked Email Over Hillary’s Illegal Activity,Dawn Parabellum,"Clinton Advisor LOSES IT In Leaked Email Over Hillary’s Illegal Activity Posted on October 28, 2016 by Dawn Parabellum in Politics Share This 
Nothing is more satisfying than Democrats turning on each other, and that’s exactly what has happened in the Hillary Clinton camp. As if we haven’t heard enough of Hillary’s incompetence and corruption, a newly leaked email shows a top Clinton advisor absolutely losing it over Hillary’s illegal activity, and her shocking admissions don’t paint a pretty picture for the Democrat Party. 
Thieves and liars are commonplace, but when a person is running for President of the United States, perhaps they should conduct themselves in a manner that commands respect. Hillary Clinton has never been trustworthy in the eyes of rational Americans, and even her advisors picked up on the trouble she’s gotten herself in. The leaked emails are telling and have shown the Clinton campaign as struggling with damn near every aspect of her run for president because Americans are fed up with her lies and corruption. Hillary Clinton 
In newly-released emails from WikiLeaks, Neera Tanden, co-chair of Clinton’s transition team, cusses at John Podesta, Clinton’s campaign chairman. Tanden is upset about Hillary using the private email and server system, wondering who could have approved of such a thing, which literally left Hillary’s team hoping that the Democratic Party isn’t “suicidal.” Obviously, Tanden is angry because the scandal is damning to Hillary’s political career, and they are all linked to the corrupt Democrat. Email from Tanden to Podesta complaining about Hillary’s email debacle 
Tanden actually said that whoever gave the OK should be “drawn and quartered,” calling the whole situation “f***ing insane” in the July 2015 message. Podesta even agreed with her assessment and that the refusal to mention it earlier was “unbelievable.” Hillary Clinton advisor, Neera Tanden 
“[I] guess I know the answer,” Tanden replied. “[T]hey wanted to get away with it.” 
Hillary Clinton has still declined to answer to any of the revelations leaked in the Podesta emails. It’s likely that there is absolutely no good way for her to handle any of this. She could claim her advisors are liars, but then we would question her judgment in selecting them. She could admit that everything is true, but that’s just coming out stating emphatically that she’s a corrupt criminal. Or, she could just ignore it and hope her lapdog media will make it go away, which seems to be exactly what she’s doing. 
The leaked Podesta emails are not done, and with the election coming upon us quickly, it’s hard to image what else will be released. Those of us who actually do care about the abuses of government, unlike the mainstream media, will keep a diligent eye and report what’s found because we all know that the media is trying to sweep this under the rug permanently. Too bad for them, it’s not going to work, and thanks to the internet and social media, not only can we inform ourselves, we can spread the information to others without relying on the equally corrupt press who are covering for that crooked Clinton.",1
213,Art Laffer: ’Paul Ryan’s Just About Perfect Right Now’ - Breitbart,Trent Baker,"Former President Ronald Reagan economic adviser Arthur Laffer weighed in on the Obamacare repeal’s passage Sunday on New York AM 970 radio’s “The Cats Roundtable. ”  Laffer praised House Speaker Paul Ryan’s maturation, saying he is working with President Donald Trump “beautifully. ” “What you’re seeing happening is the very quick evolution of an administration,” Laffer told host John Catsimatidis. “What happened with Paul Ryan in getting that health care bill passed, shows you exactly how Paul Ryan has matured immensely as Speaker of the House and is working with Trump beautifully,” he continued. “Paul Ryan is just about perfect right now. ” Follow Trent Baker on Twitter @MagnifiTrent",0
214,How Donald Trump Will Be Blamed For Economic Crash,IWB,"How Donald Trump Will Be Blamed For Economic Crash by IWB · October 26, 2016 Tweet 
The elite will pin the coming economic crash on Donald Trump. This amazing video lays it all out. It’s 15 minutes long. Please watch. VERY IMPORTANT! 
At one level, many globalists actually want Donald Trump to be elected President so they can BLAME HIM for the economic collapse they’ve barely held back for eight years. 
This mini documentary reveals the hidden agenda to crash the global debt pyramid if Trump wins the White House. After all, the political elite can never blame themselves for all the problems they’ve created. 
So they’ll use a Trump victory to turn him into a scapegoat for the massive, catastrophic collapse that’s imminent.",1
215,New World Order Pushes Back on Brexit Revolution,nan,"New World Order Pushes Back on Brexit Revolution November 03, 2016 New World Order Pushes Back on Brexit Revolution 
(LONDON) - England's High Court ruled on Thursday that the British government requires parliamentary approval to trigger the process of exiting the European Union, upsetting Prime Minister Theresa May's Brexit plans. The government said it would appeal against the decision and a spokeswoman for May said the prime minister would press ahead with the planned timetable of launching talks on the terms of Brexit by the end of March. The pound rose on the court's ruling, hitting a three-week high against the dollar. Many investors took the view that lawmakers would temper the government's policies and make an economically disruptive ""hard Brexit"" less likely. ""The most fundamental rule of the UK's constitution is that parliament is sovereign and can make and unmake any law it chooses,"" said Lord Chief Justice John Thomas, England's most senior judge. Thomas and two other senior judges did not spell out what action the government needed to take. They also did not say whether it would need to pass a new law to trigger the divorce proceedings, which could face opposition and amendments from both houses of parliament, particularly the House of Lords, the unelected upper chamber. 
Once again, those individuals who are pushing for a New World Order will do ANYTHING to stop the will of the people from being implemented, because those in power think they know better than the very people who elected them. - TRUNEWS 
In theory, parliament could block Brexit altogether. But few people expect that outcome, given that the British people voted by 52 to 48 percent to leave the EU in a referendum in June. 
However, the ruling makes the already daunting task of taking Britain out of a club it joined 43 years ago even more complex. It also puts at risk May's March deadline triggering Article 50 of the EU's Lisbon Treaty, the formal step needed to start the process of exiting the bloc. 
""The government is disappointed by the court's judgment,"" trade minister Liam Fox told parliament. ""The country voted to leave the European Union in a referendum approved by acts of parliament. The government is determined to respect the result of the referendum."" 
Making clear the government planned to stick to its timetable, the spokeswoman for May said: ""Our plan remains to invoke Article 50 by the end of March, we believe the legal timetable should allow for that."" 
""HARD BREXIT"" NOW LESS LIKELY? 
The court ruled that the government could not trigger Article 50 without approval from parliament. 
""The court does not accept the argument put forward by the government,"" Thomas said. ""We decide that the government does not have power ... to give notice pursuant to Article 50 for the UK to withdraw from the European Union."" 
The judges granted the government permission to appeal to the Supreme Court, Britain's highest judicial body, which has set aside Dec. 5-8 to deal with the matter. 
Investment manager Gina Miller, the lead claimant in the legal challenge, said the case was about ""process, not politics"" and rejected accusations of trying to usurp the will of the people. 
""One of the big arguments (in the referendum) was parliamentary sovereignty,"" she told reporters. ""So you can't on the day you get back sovereignty decide you're going to sidestep or throw it away."" 
Lawmakers largely voted to remain in the EU in the June referendum. Many investors believe greater parliamentary involvement in the process would therefore reduce the influence of ministers in May's government who are strongly pro-Brexit. 
TRUNEWS warned listeners and readers back in July about the attempts to hijack the Brexit win. READ MORE in the article entitled BREXIT TIMETABLE NOT SET IN STONE 
This could reduce the likelihood of a ""hard Brexit"", a scenario in which Britain prioritizes tight controls on immigration over remaining in the European single market. 
Nigel Farage, head of the anti-EU party UKIP, said on Twitter that he feared the ruling could turn into an attempt to scupper Brexit altogether. 
""I worry that a betrayal may be near at hand,"" he said. ""I now fear every attempt will be made to block or delay triggering Article 50. They have no idea (of the) level of public anger they will provoke.""",1
216,Pokemon Go players are inadvertently stopping people committing suicide in Japan,Sausage Machine,"  Pokemon Go players are inadvertently stopping people committing suicide in Japan 
@Tkbeynon over on Twitter writes, “Pokemon Go players inadvertently stopping people committing suicide is definitely my favourite story of the day”",1
217,California Senate Race Is a Tale of Diversity and a Flailing G.O.P. - The New York Times,Jennifer Medina,"LOS ANGELES  —   Kamala Harris made history when she became the first black woman to be elected attorney general in California. Now she is vying for the United States Senate, and she has managed to stay the   in the race ever since she announced last year, just days after Senator Barbara Boxer, a fellow Democrat, said she would leave the seat she won in 1992. With the help of allies, Ms. Harris nudged aside other prominent Democratic contenders, including Antonio Villaraigosa, the former mayor of Los Angeles, and United States Representative Xavier Becerra. But as Tuesday’s open primary for the seat approaches, Ms. Harris’s chief rival is from her own party  —   Loretta Sanchez, a congresswoman from Southern California. And their competition says as much about California as it does about the candidates. In a state with one of the most diverse electorates in the nation, where Latinos are the largest ethnic group, a victory by either woman would be a milestone: Ms. Harris would be the first black woman in the United States Senate since Carol Moseley Braun, an Illinois Democrat who served from 1993 to 1999, and Ms. Sanchez would become the first Latina elected to the Senate. A recent Field poll shows the two leading a crowded ballot, including a pack of Republicans. The  open primary  —   approved by voters in 2010  —   will send the top two   regardless of party, to the November election. That contest will offer insight into just how diminished the Republican Party is in this state. Polling suggests that none of the many Republicans in the race can draw enough votes to even make the final ballot. In a recent interview, Ms. Sanchez said she knew she faced a formidable obstacle because many of the state’s leading Democrats would back Ms. Harris  —   who, like most statewide elected officials, comes from the Bay Area. “I knew that I would not have the establishment with me  —   they sent a message to all of us in Southern California,” Ms. Sanchez said. “But I’ve been told ‘no’ many times, and go on to make it work. ” Ms. Sanchez surprised many in the political world when she was elected to the House of Representatives 20 years ago, beating a Republican incumbent in Orange County, which for decades had been a Republican stronghold. Now, as then, Ms. Sanchez is counting on deep support from Latinos. Latino voter registration in California has nearly doubled this year, according to the secretary of state’s office, as voters also prepare to choose presidential nominees. Many believe those newly registered voters will turn out on Tuesday, driven in large part by   rhetoric from the Republicans’ presumptive nominee, Donald J. Trump. In a poll released in late May, Ms. Sanchez had the support of roughly 48 percent of Latinos, compared with 19 percent for Ms. Harris. “What’s the one thing that can motivate more Latino voters than ever before? Donald Trump,” said Dan Schnur, the director of the Jesse M. Unruh Institute of Politics at the University of Southern California. “The question will be how strong those loyalties are. ” Far from ceding any ethnic voting bloc, Ms. Harris has spent much of her energy courting Latinos. She secured endorsements from Hilda Solis, a Los Angeles County supervisor who was President Obama’s first labor secretary, and Dolores Huerta, a farmworkers advocate who appears in a   commercial for Ms. Harris. Speaking recently to a crowd of union officials in Commerce, a city east of Los Angeles, Ms. Harris emphasized her own family’s immigrant roots and her support for overhauling immigration law. “Latino voters are my voters,” she said. “They care about people’s commitment to their issues, and I’d match my record against anyone when it comes to looking at my longstanding commitment to all communities, including the Latino community. I reject the notion that this race is going to come down to ethnicity. It’s going to come down to what you’ve actually done and what you’ve demonstrated you can get done. ” For much of the race, Ms. Harris has largely ignored the rest of the field. She relies on the phrase “smart on crime” to convey her views on criminal justice and uses the label “fearless” in campaign advertisements. While her experience as the state’s top law enforcement official is her most important credential, she has never taken a position on a 2014   measure to release thousands of inmates and reduce sentences for nonviolent offenders. Ms. Sanchez, who is running her first statewide campaign, points to her work in Congress to portray herself as the candidate most prepared to deal with national security. She has promoted her support from colleagues in the House, campaigning with several of them in recent appearances. Representative Filemon Vela, Democrat of Texas, released a statement late last month calling the California Democratic Party’s support for Ms. Harris “insulting to Latinos all across this country. ” “Not one single Democratic Latina has ever been in the United States Senate,” Mr. Vela said in the statement, adding that the party’s position is ”a disrespectful example of wayward institutional leadership, which on the one hand ‘wants our vote’ but on the other hand wants to ‘spit us out.’ ” Though both women have aired commercials in the expensive media markets of the Bay Area and Los Angeles, Ms. Harris has raised more than three times as much money as Ms. Sanchez  —   $11 million compared with about $3. 5 million as of Friday, according to the Center for Responsive Politics. In the two televised debates, the three leading Republicans in the race focused much of their attacks on Ms. Harris. For them, the path to November relies on uniting Republican voters and a significant chunk of independents, who make up about a third of the state’s registered voters. “We have two people at the top of the national ticket who are really divisive,” said Duf Sundheim, a Republican candidate and a former chairman of the state party, who has not said whether he will back Mr. Trump in the fall. “I think it’s really important to have someone in the Senate who can really do things in the middle. ” Tom Del Beccaro, another Republican candidate and former chairman of the state party, has called for a flat federal income tax and said Congress should focus on setting stricter immigration laws. Just as often as he talks about his positions on issues, Mr. Del Beccaro discusses the mechanics of Tuesday’s primary ballot. With 34 names spread across two columns, he said, the ballot is too complicated, making it more likely that voters will not check boxes correctly. “The   primary drives down participation and creates a lot of guess work,” Mr. Del Beccaro said. Though he has raised hardly any money and has spent little time on the campaign trail, perhaps no other candidate has more directly pursued supporters of Mr. Trump and Senator Bernie Sanders than Ron Unz, a software engineer and political writer who has endorsed both an increase in the federal minimum wage and more limits on legal immigration. Mr. Unz rose to prominence here more than a decade ago when he backed a ballot initiative opposing bilingual education. “The Republican Party in this state has almost been annihilated,” Mr. Unz said. “It’s going to be embarrassing for Republicans if they don’t even have a candidate in the fall, but this shows some enormous dissatisfaction with our respective parties that we will have to deal with in the future. ”",0
218,Exclusive: Source Says Megyn Kelly ‘Would Not Be Welcomed Back’ at Fox News,Tony Lee,"Controversy usually creates cash and big ratings —  except if you are NBC News’ Megyn Kelly. [After Kelly’s controversial and   interview with Alex Jones tanked by again failing to beat out reruns of 60 Minutes and America’s Funniest Home Videos, New York radio host Mark Simone tweeted on Monday that NBC is trying to unload Kelly and convince Fox News to take her back.  But a   Fox News source told Breitbart News that there is “no way” Kelly could come back to the network. Quite simply, the source told Breitbart News, Kelly “would not be welcomed back. ” Inside scoop:  NBC now trying to get rid of Megyn Kelly. Even trying to get FOX to buy out her contract and take her back.  —   MARK SIMONE (@MarkSimoneNY) June 19, 2017,  Simone also suggested that if Kelly becomes more toxic and her ratings tank even more, “NBC will have to take her off the network,” and “if they are stuck with her, they’ll give her an MSNBC show. ” NBC will have to take her off the network  —   if they are stuck with her, they’ll give her an MSNBC show,  —   MARK SIMONE (@MarkSimoneNY) June 19, 2017,  Before she bolted to NBC, Kelly anchored The Kelly File on Fox News. During the 2016 election cycle, Kelly won praise from mainstream media journalists when she tried to undercut Donald Trump during the first Republican presidential debate in August of 2015 in Cleveland, Ohio. She also gave “Never Trumpers” a forum on her primetime show to constantly slam Trump throughout the election cycle. And as the Daily Beast’s Lloyd Grove noted, Kelly also “hastened [Roger] Ailes’ forced resignation last July with her fateful decision to recount his misconduct to a team of lawyers hired by 21st Century Fox to investigate allegations made in the sexual harassment and retaliation lawsuit filed by Fox News anchor Gretchen Carlson. ” New York magazine’s Gabriel Sherman reported that Kelly “told investigators that Ailes made unwanted sexual advances toward her about ten years ago when she was a young correspondent at Fox. ” As Grove pointed out, Kelly, in her book, said there was some “poetic justice” in the role she played in helping boot Ailes out of Fox News. “I worked my tail off  …     I established myself as a serious person,” Kelly wrote. “I built my own power. And when the allegations against Roger hit, I used it. Perhaps there is some poetic justice in that. ” NBC reportedly invested nearly $20 million a year to bring Kelly to the network, and NBC’s investment has not paid any dividends at all. After her interview with Russian President Vladimir Putin, Kelly was mocked for being way out of her league. And when HuffPost obtained the full unedited interview in which a “nervous” Kelly lobbed Putin “softballs,” Kelly was subjected to another round of criticism. Her interview with Jones did not have any news value and may have damaged NBC’s and her reputation more than it helped. Advertisers like J. P. Morgan Chase fled while Kelly lost credibility in the eyes of many when, in a leaked recording that Jones released, Kelly is heard telling Jones, “It’s not gonna be some gotcha hit piece, I promise you that. ” NBC did not help matters when it released a photo of Kelly and Jones that, as The Hill’s media columnist Joe Concha described, looked “like they were on a Tinder date pulling up to a  . ” Yet despite all of the hype, Kelly’s interview with Jones still flopped. 60 Minutes and America’s Funniest Home Videos reruns even beat Kelly’s show by nearly 40 percent in the coveted 18 to    demographic, as Concha noted. A television executive told CNN over the weekend that NBC’s “fundamental mistake” was thinking that Kelly was actually a “superstar. ” NBC executives have already reportedly determined that viewers are not going to tune in to Sunday Night with Megyn Kelly just to watch Kelly and are “freaking out” over the “ratings disaster” that is Kelly.",0
219,"In Break With Precedent, Obama Envoys Are Denied Extensions Past Inauguration Day - The New York Times",Julie Hirschfeld Davis,"WASHINGTON  —     Donald J. Trump’s transition staff has issued a blanket edict requiring politically appointed ambassadors to leave their overseas posts by Inauguration Day, according to several American diplomats familiar with the plan, breaking with decades of precedent by declining to provide even the briefest of grace periods. The mandate  —   issued “without exceptions,” according to a terse State Department cable sent on Dec. 23, diplomats who saw it said  —   threatens to leave the United States without   envoys for months in critical nations like Germany, Canada and Britain. In the past, administrations of both parties have often granted extensions on a    basis to allow a handful of ambassadors, particularly those with   children, to remain in place for weeks or months. Mr. Trump, by contrast, has taken a hard line against leaving any of President Obama’s political appointees in place as he prepares to take office on Jan. 20 with a mission of dismantling many of his predecessor’s signature foreign and domestic policy achievements. “Political” ambassadors, many of them major donors who are nominated by virtue of close ties with the president, almost always leave at the end of his term ambassadors who are career diplomats often remain in their posts. A senior Trump transition official said there was no ill will in the move, describing it as a simple matter of ensuring that Mr. Obama’s overseas appointees leave the government on schedule, just as thousands of political aides at the White House and in federal agencies must do. The official, who spoke on the condition of anonymity about internal deliberations, said the ambassadors should not be surprised about being held to a hard end date. The directive has nonetheless upended the personal lives of many ambassadors, who are scrambling to secure living arrangements and acquire visas allowing them to remain in their countries so their children can remain in school, the diplomats said. They spoke on the condition of anonymity because they were not authorized to comment publicly on the matter. In Costa Rica, Ambassador Stafford Fitzgerald Haney is hunting for a house or an apartment as his family  —   which includes four   children and his wife, who has been battling breast cancer  —   struggles to figure out how to avoid a move back to the United States with five months left in the school year, according to the diplomats. In the Czech Republic, they said, Ambassador Andrew H. Schapiro is seeking housing in Prague as well as lobbying his children’s   school to break with policy and accept them back midyear. In Brussels and Geneva, Denise Bauer, the United States ambassador to Belgium, and Pamela Hamamoto, the permanent representative to the United Nations, are both trying to find a way to keep daughters from having to move just months before their high school graduation. Ronald E. Neumann, the president of the American Academy of Diplomacy, a   nonprofit association for former ambassadors and senior diplomats, said it was reasonable to expect ambassadors to return at the end of a term, given that they are direct representatives of the president with broad grants of authority. But he could not recall an occasion on which such a strict timeline had been applied. “When you have people out there whose only reason for being an ambassador is their political connection to the outgoing president of a different party, it’s pretty logical to say they should leave,” said Mr. Neumann, a career Foreign Service officer who held ambassadorships in Algeria, Bahrain and Afghanistan. “But I don’t recollect there was ever a guillotine in January where it was just, ‘Everybody out of the pool immediately. ’” W. Robert Pearson, a former ambassador to Turkey and a scholar at the Middle East Institute in Washington, said the rule was “quite extraordinary,” adding that it could undermine American interests and signal a hasty change in direction that exacerbates jitters among allies about their relationships with the new administration. With the world already primed to be worrying about such an abrupt change, “this is just a very concrete signal that it is going to happen,” Mr. Pearson said. At a White House farewell reception that Mr. Obama held on Wednesday night for noncareer ambassadors, many of them commiserated, attendees said, comparing notes about how to handle the situation. Some expressed dismay that Mr. Trump, whose wife, Melania, has chosen to stay in New York to avoid moving the couple’s    son, Barron, to a new school midyear, would not ensure that such allowances were made for American ambassadors. They are weighing a direct appeal to Rex W. Tillerson, Mr. Trump’s nominee for secretary of state, or other top transition officials to reconsider the policy. Derek Shearer, a professor of diplomacy at Occidental College who is a former United States ambassador to Finland, said it was difficult to see a rationale for the decision. “It feels like there’s an element just of spite and payback in it,” he said. “I don’t see a higher policy motive. ” The State Department informed all politically appointed ambassadors in a letter the day after the election that they were to submit letters of resignation effective Jan. 20. It instructed those who wanted to seek extensions to submit formal requests explaining their justifications. Incoming presidents of both parties have often made exceptions to allow ambassadors to wrap up personal affairs and important diplomatic business while their successors were in the confirmation process, which can take months. Bill Clinton, George W. Bush and Mr. Obama all granted extensions for a few politically appointed ambassadors. Former Secretary of State Colin L. Powell offered particularly wide latitude to ambassadors facing family issues, said Marc Grossman, a longtime diplomat and former top State Department official who is vice chairman of the Cohen Group, a Washington consultancy. “This was something that was important to Secretary Powell because of his own experience living and serving all over the world, so when people asked him, ‘Could I stay another couple of weeks, couple of months my kids are finishing school,’ he was very accommodating,” Mr. Grossman said, adding that his flexibility was an “exception” to the general practice. “He was trying to, I think, send a message that family was important. ”",0
