id,title,author,text,label
510,South Sudan Slides Closer to War as Gunfire Rumbles in Its Capital - The New York Times,Jacey Fortin and Jeffrey Gettleman,"JUBA, South Sudan  —   South Sudan slid rapidly closer to war on Monday as helicopter gunships pounded targets, two United Nations peacekeepers were killed, foreign governments scrambled to get their citizens out and worries grew about the fate of civilians trapped in crowded displaced persons camps. Gunfire rang out from different quarters, moving across Juba, the capital, like a thunderstorm, on and off, and witnesses said hundreds of people had been killed in the past three days. The fighting completely overshadowed the fifth anniversary this weekend of the country’s independence. In Juba, few celebrated because people were hunkered down indoors. South Sudan, the world’s youngest country and one of its poorest, cracked open into civil war in December 2013 after the nation’s two top politicians, President Salva Kiir and Vice President Riek Machar, bitterly split. Mr. Machar became the leader of a rebel group, and an estimated 50, 000 people have been killed since then. Each side has been blamed for widespread atrocities against civilians. But after a peace agreement, Mr. Machar returned to Juba in April and was sworn into his old position as Mr. Kiir’s vice president, essentially returning the country to the fragile political situation it was in before the war. The latest violence seems to be fueled by the same rivalry between the two men, who are from different ethnic groups and have tens of thousands of heavily armed young men following them. But there are also worries that the top leaders are losing control over their troops. “In the last 2 hrs, we went through heavy bombardments by Pres Kiir helicopters,” Mr. Machar wrote on Twitter on Monday. “This tells that our partner is not interested in peace. ” On Monday, United Nations officials said that the large displaced persons camps in and around Juba that house thousands of people had been shelled, killing at least two civilians and wounding dozens. It was not clear if the mortar or artillery shells that had crashed into the camps were stray shots or were deliberately aimed at civilians seeking refuge. United Nations officials said they were deeply concerned and were trying to secure the camps as best as possible. Mr. Kiir’s spokesman read a statement signed by the president calling for a unilateral   beginning at 6 p. m. local time, and he urged Mr. Machar to tell his fighters to stand down as well. “This is a unilateral ” said the spokesman, Ateny Wek Ateny. “The president has declared, and is also urging the leader of the former rebel movement, Dr. Riek, who is still the first vice president of the republic of South Sudan, to also do the same and cease the hostilities. ” More than 10, 000 people may have been displaced by the latest fighting, the United Nations said, adding to the 30, 000 or so people who fled their homes during previous rounds of violence in Juba. On Monday, the maternity wing of a hospital run by the International Medical Corps was hit by shelling, the group said in a statement, adding that it had treated 139 people since July 8 for injuries inside what is supposed to be a protected area. Secretary General Ban   called on Monday for an “immediate arms embargo” against South Sudan, saying that its rival leaders had “made a mockery” of the peace deal they signed only months ago. The ball is now in the Security Council’s court. The United States and China, the two countries with the greatest stakes in the country, have been lukewarm to the idea of an arms embargo in the past. A group of African nations on Monday nudged the Security Council to strengthen the mandate of the peacekeeping mission, in part by sending in more troops from the region and by creating what it called an “intervention brigade. ” He also called for the peacekeeping mission to be reinforced. There are 12, 000 soldiers and police officers on the ground now. Mr. Ban said government troops had effectively been blocked from leaving their bases. Contingency plans are being explored to bring in more peacekeepers from the neighboring Democratic Republic of Congo, United Nations officials said Monday. The displaced persons camps are considered to be in danger. Thousands of people, mostly members of Mr. Machar’s ethnic group, the Nuer, are concentrated in rows of tents, easy targets for artillery. Many fled their homes in the past two years to escape ethnically targeted violence. Human rights groups say the violence between Nuer soldiers and those of the Dinka, Mr. Kiir’s group, has spawned a range of atrocities, including mass rape and the widespread killing of civilians. One senior Western official, who was not authorized to speak publicly, said the South Sudanese government was accusing Mr. Machar’s rebel forces of hiding in the displaced persons camps, which could be used as a pretext to storm them. The United States Embassy posted on its Facebook page: “The situation in Juba has significantly deteriorated. There is serious ongoing fighting between government and opposition forces, including near the airport, Unmiss locations, Jebel and elsewhere throughout Juba. ” (Unmiss is the acronym for the United Nations Mission in South Sudan.) The United States government is preparing to evacuate personnel from its embassy in Juba. Last week, when the fighting started, an American government car was sprayed by gunfire. The car was heavily armored, and no American employees were believed to have been hurt. In several past emergencies, United Nations peacekeepers in South Sudan have been outnumbered and did not stop massacres. In February, dozens of civilians were killed when soldiers overran a United Nations camp in Malakal, in the eastern part of the country. The two peacekeepers who were killed in the latest round of violence were believed to be Chinese. One was killed while sitting in an armored personnel carrier that was trying to protect a displaced persons camp. South Sudan’s recent history has been soaked in blood. Aid workers estimate that at least two million people have been killed in the past 30 years as South Sudan struggled against Sudan for independence and then factions in South Sudan turned on one another. In the beginning, Mr. Kiir and Mr. Machar fought together in the war for independence, but later Mr. Machar broke off and joined the   Sudanese government against Mr. Kiir and his rebels, who are not Arab. Mr. Machar eventually returned to the rebel fold and was a crucial figure in the South Sudanese government when it achieved independence five years ago. Many analysts said the mistrust between Mr. Kiir and Mr. Machar might run too deep to overcome. Western and African nations have exerted enormous pressure on the two to work together, even with the threat of sanctions and international isolation. The fighting began on Thursday over something relatively small. A group of soldiers loyal to Mr. Kiir stopped a vehicle carrying a group of soldiers loyal to Mr. Machar, a senior United Nations official said. An argument erupted over whether the vehicle could pass through a checkpoint, and guns were drawn. Shooting started, leading to rolling battles across Juba that continued through Monday. By Monday evening, the shooting had subsided, but aid officials said the two sides were using the lull to reposition their forces.",0
511,Busted: Bill Recorded Telling Mistress To Deny That Clintons Helped Her Get A State Job,nan,"Email 

Former President Bill Clinton can be heard telling his former mistress, Gennifer Flowers, to deny that he helped her get a state job in a series of recorded phone conversation from 1991. 
“If they ever asked if you’d talked to me about it, you can say no,” Clinton is heard saying in the recording. 
At the time, the media was making inquiries about Flowers’ alleged affair with Clinton, and she was concerned that they may question how she got a job as administrative assistant for the Arkansas Appeal Tribunal. 
Clinton can also be heard telling Flowers how to handle a grievance filed by soemone else who applied for the same positioned and claimed she was more qualified than Flowers. 
Flowers famously recorded a series of conversation she had with Clinton from December 1990 to December 1991, while he was still Governor of Arkansas. The audio segments about the state job were widely reported in the 1990’s, however, as other pay-for-play financial scandals have surfaced, the details may warrant revisiting. 

Here is a transcript of part of the recording: 
GF – But anyway, then Wednesday, there was a grievance filed in my office when I got the job by a girl who felt like she should have gotten it, a black girl named (deleted). And they called me as a witness. So I go in and uh, nothing big came of it. It’s just that they were questioning me about how I found out about the job. And I said, “Well, that personnel said it that it was a possibility there would be a position,” and then uh, “they told me that it would be advertised in the newspaper. And it was and I pursued it from there. 
BC – Good for you. 
GF: Yeah. We had a little bit of a scare recently because she had a spot on an X-ray. And she went and had it checked again and it wasn’t cancer. And it’s been almost, it’ll be two years in May that she’s now diagnosed cancer free. My stepfather has been through two angioplasties, but he’s doing good. And I am, I’m really, Bill what I’m afraid of is that if somebody in the press finds out that I’m working for the state. 
BC – Yeah. 
GF – They’re going to make a big deal of it. 
BC – Yeah. 
GF – Well the only thing that concerns me, where I’m, where I’m concerned at this point is the state job. 
BC – Yeah. I never thought about that, but as long as you say you’ve just been looking for one, you’d uh, check on it. If they ever asked if you’d talked to me about it, you can say no.",1
512,Alabama Declares State Of Emergency Over Pipeline Explosion,nan,"Alabama Declares State Of Emergency Over Pipeline Explosion   — Gov. Robert Bentley (@GovernorBentley) November 1, 2016 
Governor Robert Bentley has declared a month-long state of emergency for Alabama after a pipeline explosion in Shelby County on Monday. 
The explosion killed one worker and injured six others.The blast shut down the pipeline, that supplies gasoline to millions of people, for the second time in less than two months , raising concerns over possible gas shortages and price hikes. 
The state of emergency came into effect on Tuesday and will last until December 1st unless the governor sees fit to end it sooner. 
RT reports: 
On Monday, construction crews working on the Colonial Pipeline in the area just south of Birmingham accidentally hit a transmission pipe, causing an explosion in which seven workers were injured, one of them fatally. The explosion also started a fire. The contractors were attempting to repair the pipeline segment that was damaged in September, spilling gas into the countryside. 
An extended shutdown could cause fuel shortages and higher gas prices in Alabama, Georgia, North and South Carolina, and Tennessee, similar to what happened after the September accident. 
“An accident of this magnitude is tough for any community to deal with, and I want to personally thank the local first responders for their immediate assistance to this accident, as well as the first responders from surrounding counties. They all provided resources and support to the help Shelby County in their time of need,” Bentley said, announcing the emergency declaration. 
The state of emergency will enable Alabama to obtain a waiver from the federal government for transporting gasoline through the state, and avert fuel shortages caused by the pipeline disruption. 
Aerial surveillance of the explosion site shows that the fire continues to burn. The gasoline line will remain out of service at least for the rest of the week, Colonial Pipeline said. The secondary pipeline – which transports diesel, jet fuel and other petroleum products, was returned to service Tuesday morning. Share This Article...",1
513,"“National Mood” Focus Group Reflects Angry, Divided America",A. Griffee,"“National Mood” Focus Group Reflects Angry, Divided America 0 shares by A. Griffee / November 7, 2016 / POLITICS / A focus group of 23 people put together by CBS News revealed a frightening look at what America has become – a divided nation. 
Republican pollster, public opinion analyst and CBS News consultant Frank Luntz interviewed the group, and even lost it himself during the heated discussion. He came away deeply disturbed by what he saw. 
Whether they were Republicans or Democrats, supporting Trump or Clinton, they were all angry. Out of the 23 people, only 3 raised their hands saying they were voting for a candidate. The others were voting just to vote against a candidate. 
“When we don’t agree on the same facts, how can we possibly agree on the same solutions?” Luntz asked. 
My “angry voter” focus group will be on @60Minutes tonight. 
First time I’ve ever lost my composure during a group. 😳 pic.twitter.com/6vUNsSVLEb 
— Frank Luntz (@FrankLuntz) November 6, 2016 How many of you are voting against a candidate? Pollster . @FrankLuntz asks a focus group, tonight on #60Minutes pic.twitter.com/v5Px4JrB9d 
— 60 Minutes (@60Minutes) November 6, 2016 Voters have become “vicious,” says pollster @FrankLuntz . They have “deep-seated resentment” about their choices for president pic.twitter.com/wFcM1gC18w 
— 60 Minutes (@60Minutes) November 6, 2016 

Sign up to get breaking news alerts from Dennis Michael Lynch. Subscribe ",1
514,ЕС намерен расширить санкции в отношении Сирии,nan,"0 комментариев 0 поделились источник Pravda.Ru 
Как пишет Wall Street Journal, ссылаясь на свои источники, санкционные репрессии могут быть направлены против министров и их заместителей из правительства Сирии. 
По данным издания, в ЕС не будут тянут время, и, скорее всего, список будет расширен уже на следующей неделе. 
Отметим, в настоящее время в санкционных сирийских списках Европейского союза находятся более 200 человек и около 70 организаций. Напомним, недавно еще пять стран, не входящие в ЕС, но поддерживающие политику Брюсселя, продлили еще на полгода санкции против России . В список этих стран вошли Украина, Черногория, Албания, а также Лихтенштейн и Норвегия, входящие в Европейское экономическое пространство. 
Что заставило руководителей этих стран принять такое решение, рассказал Pravda.Ru старший научный сотрудник Института славяноведения РАН Петр Искендеров. 
- Какие у этих стран причины для присоединения к санкциям? 
- Позиция Черногории связана с позицией правящей элиты, которая одержала победу на днях на очередных парламентских выборах, - конкретно, премьер-министра Мило Джукановича. Он провозгласил вступление в ЕС и НАТО своим ключевым внешнеполитическим приоритетом. И понятно, что внешняя политика Черногории полностью находится в русле Брюсселя. 
Если говорить об Албании, то эта страна уже является членом НАТО. Она тоже активно пытается продвинуть свою заявку на вступление в Европейский союз и четко солидаризируется по внешнеполитическим вопросам с ключевыми лидерами ЕС, такими как Франция, Германия и Италия. А поскольку все эти страны пока официально не блокируют антироссийские санкции, подобного нельзя ожидать и от Албании. Ее внешняя политика полностью солидаризируется с политикой ЕС. 
Лихтенштейн - это карликовое государство, которое финансово и экономически связано с государствами Центральной Европы, прежде всего со Швейцарией, Австрией, Бельгией, Голландией, Германией. Поэтому от этого государства ожидать самостоятельности во внешней политике не приходится. 
В Норвегии другая ситуация. Эта страна полностью самодостаточная и в политическом, и в энергетическом плане, она не является членом ЕС, но связана с Брюсселем торгово-экономическими соглашениями. Кроме того, Норвегия является одним из конкурентов России в том, что касается освоения Арктического шельфа, это наш конкуренты на энергетическом рынке, в плане снабжения Европейского союза газом. И в принципе, Норвегия среди скандинавских стран традиционно занимает наиболее ярко выраженную антироссийскую позицию, по сравнению даже с Финляндией и Швецией. 
  Поделиться:",1
515,Bankrupt Puerto Rico Voting on U.S. Statehood - Breitbart,Chriss W. Street,"The 3. 4 million U. S. citizens on the Caribbean island of Puerto Ricans will vote today, for the fifth time, on a   referendum to become independent or to apply to be America’s 51st state, despite already declaring bankruptcy last month. [Puerto Rico has a poverty rate of 45 percent, 12. 4 percent unemployment, and 86 percent of residents do not speak English in the home, but the island receives $22 billion in federal subsidies. The top income tax rate is 4 percent and residents are exempt from paying $2 billion in federal income taxes. That explains why 61 percent of residents voted for statehood in 2012, but nothing happened.  As Breitbart News reported several weeks ago, Puerto Rico filed the largest municipal bankruptcy in the history of the United States on May 3. The island and its   utility ran out of cash and defaulted on its $73 billion of debt. After the filing, Breitbart reported that Puerto Rico’s public pension plans only have $1. 8 billion in assets to pay $45 billion in liabilities. Christopher Columbus first arrived at Puerto Rico in 1493 and named the island San Juan Bautista. But after gold was discovered in a river, it was given the Spanish name for “rich port. ” The conquistadors Spanish combined the labor of indigenous Taíno and Carib Indian people with African slaves to operate large sugar cane, coffee and tobacco farms. After the   War, Puerto Rico joined Cuba, the Philippines and Guam as war booty paid to the U. S. under the Treaty of Paris of 1898. Puerto Ricans received U. S. citizenship in 1917 and officially became a U. S. Commonwealth in 1952. The island is often referred to as the “Oldest Colony in the World. ” A U. S. District Court in New York City has jurisdiction over the congressionally mandated oversight board for Puerto Rico’s Title III bankruptcy. According to initial bankruptcy filings, the per capita debt for each man, woman and child in Puerto Rico is about $34, 000. The island’s median household income was $18, 626 in 2015, versus $56, 500 for the U. S. mainland. Much of the debt is now held by “vulture capitalist” hedge funds that bought bonds for as little as 25 percent of face value. The investors claim that Puerto Rico can regain its solvency by raising taxes and firing tens of thousands of public sector workers. Bloomberg reported just as the Puerto Rico crisis began, investors and the island have fighting “over who owns cash collected by the government’s sales tax agency, known by its Spanish acronym Cofina. ” The island claims that despite not making any bond payments, the island will miss payroll on November 1 if the sales tax is paid out to bondholders. Breitbart News has suggested that  Puerto Rico’s bankruptcy filing represents a massive liability risk for independent auditors, who will likely demand that   states  —   such as Connecticut, Illinois and California  —   disclose more liabilities, write down assets, and curtail debt issues. Greater accounting scrutiny of municipal and state finances will lead to credit rating downgrades and requirements for higher pension payments. That may explain why California Governor Jerry Brown warned in his   May Budget Revision update that California is expected to suffer a $20 billion tax crash in the next recession.  ",0
516,Overwhelmed by ‘Brexit’? Here Are the Basics - The New York Times,"Niraj Chokshi, Daniel Victor and Sewell Chan","Here is a guide to understanding Britain’’s vote to leave the European Union, a decision known as “Brexit” that will have global consequences for years to come. Complete news coverage is here. More than 17. 4 million Britons voted June 23 to sever ties with the European Union, whose seat of power lies in Brussels, compared with 16. 1 million who voted to remain. The stunning vote, 52 percent to 48 percent, plunged world financial markets into turmoil, the political consequences for the prime minister of Britain were swift, and people around the globe reacted with shock and confusion. It would be the first time any country has left the bloc. Fear of being overrun by immigrants was a driving concern for “Leave” voters, who appeared to dominate the conversation on social media. Globalization concerns and a desire to wrest Britain from under Brussels’ thumb were also factors. The referendum came about as a result of a promise made in 2013 by Prime Minister David Cameron to appease an increasingly vocal   Union wing of his Conservative Party. ■ The prime minister said he would step down. Mr. Cameron, who led the “Remain” campaign, announced on Friday that he had no ”precise timetable” but that he believed his successor  —   who will manage the process of leaving the union  —   should be in place by October. Boris Johnson, the former mayor of London who backed leaving the E. U. was considered a   to succeed Mr. Cameron. But on June 30, Mr. Johnson announced he would not run for the position of party leader (and therefore prime minister). ■ Global markets plunged. The British pound plummeted to its lowest level since 1985. Investors fled to the American dollar and the yen.  ■ The U. S. market was down more than 3 percent at the close on June 24, with the Dow shedding over 600 points, after   overnight in Japan and Hong Kong. The financial damage was more severe on the Continent than in Britain and the United States.  ■ The United Kingdom lost its last remaining AAA credit rating on June 27, when the credit rating agency Standard  Poor’s downgraded the nation to AA, Reuters reported. ■ The referendum is not legally binding, though it is difficult to imagine that the British government would ignore the will of the voters. The process of leaving begins only after the British government invokes a provision of the European Union’s governing treaty known as Article 50  —   an action Mr. Cameron said he would leave to his successor. Once Article 50 is invoked, though, Britain could not change its mind and stay in the union unless the 27 other members all agreed. ■ Britain would leave the world’s largest common market, with 508 million residents, including 65 million Britons. That would free them from the bloc’s commitment to the free movement of labor, capital, goods and services. But it would also bring complications, with some businesses already planning to relocate. ■ Little will change for at least two years, but the vote sets off a series of negotiations as the country separates from the union’s remaining 27 members. Britain, which has the bloc’s   economy after Germany, would have to come up with new trading agreements. Almost half its exports are sold on Europe’s common market. ■ London’s role as a financial center could be imperiled, particularly if the trade in   securities moves to rival cities like Paris and Frankfurt. ■ The immediate effect on travel will be limited, especially as Britain was not a member of the   Schengen zone, which came under heavy pressure last year from the refugee crisis. Americans will find bargains in travel to Britain, because of more favorable exchange rates. ■  Britain’s security will be largely unaffected: It remains a nuclear power, a permanent member of the United Nations Security Council and a leader of NATO. ■ Scotland and Northern Ireland could go their own way. Both voted overwhelmingly to stay in the E. U. But prominent political leaders in Scotland and Northern Ireland called on Friday for new moves toward separating from Britain. Scotland, which voted in 2014 to remain in the United Kingdom, may revisit that referendum. Northern Ireland has an open border with the Republic of Ireland, a member of the bloc. Border crossings could now be tightened, and pressure could increase for unification, prompting instability in both places. ■ Calls for similar action have spread throughout Europe. “We must now have the same referendum,” French   National Front party leader Marine Le Pen tweeted. Politicians made similar appeals in Denmark and the Netherlands. In Italy, one politician called for a referendum on whether to keep the euro currency. ■ President Obama said in a statement: “The people of the United Kingdom have spoken, and we respect their decision. ” He pledged that the U. K. and the E. U. would remain “indispensable partners of the United States” and that Britain’s “special relationship” with the United States would endure. ■ Hillary Clinton: “We respect the choice the people of the United Kingdom have made. Our first task has to be to make sure that the economic uncertainty created by these events does not hurt working families here in America. ” ■ Donald J. Trump: “I said this was going to happen, and I think that it’s a great thing. ” The British people “have declared their independence from the European Union, and have voted to reassert control over their own politics, borders and economy,” Mr. Trump said. “A Trump administration pledges to strengthen our ties with a free and independent Britain. ” ■ Chancellor Angela Merkel of Germany expressed disappointment with the vote and called for European unity. “Our goal should be to create a future relationship between Great Britain and the European Union that is close and  . ” ■ Moscow maintained its stance that the British referendum was of little direct concern. President Vladimir V. Putin said, “This will certainly have consequences for Britain, for Europe and for us. The consequences will be global, they are inevitable they will be both positive and negative. ”",0
517,Seattle’s Gay Mayor Accused of Sexually Molesting Teens in the 1980s - Breitbart,Warner Todd Huston,"Seattle Mayor Ed Murray, famed as a staunch gay rights advocate and a champion of progressive causes, has been accused of sexually molesting several teenaged boys 30 years ago, reports have revealed. [A trio of men came forward to allege that Murray had sex with them decades ago when they were underage. At least one said he was 15 when the mayor molested him back in the 1980s, according to the Seattle Times.  A man identified only as “D. H. ” now 46, filed a lawsuit against the    Murray alleging that the famed mayor and activist began molesting him when he was only 15 and exacerbated problems he had during his life starting when he was a teen. He also claims that Murray was fully aware of his underage status. D. H. claims that he has been “dealing with this for over 30 years,” and filed the lawsuit as part of the “healing process. ” The accuser said he hoped the lawsuit would help him to repair his mental issues after years of “the shame, the embarrassment, the guilt, the humiliation that I put myself through and that he put me through. ” The plaintiff also alleged that he took money from Murray for the sexual encounters up to 50 times over a four or five year period. After the lawsuit had been made public, Murray issued a press release calling the accusations false: These false accusations are intended to damage a prominent elected official who has been a defender of vulnerable populations for decades. It is not a coincidence that this shakedown effort comes within weeks of the campaign filing deadline. These unsubstantiated assertions, dating back three decades, are categorically false. Mayor Murray has never engaged in an inappropriate relationship with any minor.   …     Mayor Murray will vigorously fight these allegations in court. Murray also pledged to continue his bid for   as the city’s Mayor. The Seattle mayor has been the subject of such allegations in the past, with one case going as far back as 1984. Jeff Simpson came forward decades ago alleging that he met Murray in a Portland center for troubled children and was later molested for an extended period by the man who would become mayor. A police investigation was launched in the 80s, but no charges were ever filed. “I don’t necessarily think that he destroyed my life,” Simpson said about his experience, “But I believe a lot of the problems I have stemmed from this. ” Simpson’s story was buttressed by Lloyd Anderson, another man who claims to have been molested by Murray back in the 1980s. “Look, the guy took advantage of my situation,” Anderson said of his experience in the 1980s. “I was young, I was homeless and doing drugs and everything. ” Mayor Murray characterized some of the allegations as a “ ” attack on his career. “The two older accusations were promoted by extreme     activists in the midst of the marriage equality campaign, and were thoroughly investigated and dismissed by both law enforcement authorities and the media,” he said in a statement. Murray insists that these lawsuits and allegations are politically motivated. The mayor has a long history of fighting for progressive causes. When he was in the state legislature, for instance, he led the fight for the state to recognize gay marriage. And once elected Seattle’s mayor, Murray launched a campaign to push the city’s minimum wage to $15 an hour. Murray has also been a leading opponent of President Donald Trump favoring efforts to torpedo the president’s immigration policies. Follow Warner Todd Huston on Twitter @warnerthuston or email the author at igcolonel@hotmail. com",0
518,Gender Fluidity on the Runways - The New York Times,Susan Chira,"Watching male and female models stride down the runways in tandem as more designers combined their women’s and men’s collections this New York Fashion Week raised the questions of what is masculine and what is feminine, how much those distinctions matter, and who gets to decide. Depending on which show you viewed, it’s fine for men to sport blue feather boas or fishnet shirts with a bow (Jeremy Scott). Or for women and men to wear virtually interchangeable clothes, in restrained, minimalist androgyny (Raf Simons for Calvin Klein). Or for women to feminize the puffer by wearing it off the shoulder, cinched at the waist (Public School). Society is in a time of renewed ferment about gender. Culture wars rage over bathrooms and even the very notion that men or women have to choose one fixed gender identity. President Donald J. Trump reportedly likes his female staff “to dress like women” just what this means isn’t entirely clear. The divide looms between those who welcome the new fluidity and those who yearn for clearly defined gender roles. So designers on the runway this week engaged in a continuing dialogue about how clothing defines masculinity and femininity  —   and how it scrambles these notions, too. Fashion has crossed many of these lines for years, of course. Women have long appropriated men’s clothes for comfort and authority. In the 1960s, longhaired men in paisley, florals and   defied conventions of what men were supposed to look like and what clothes they were supposed to wear. Jean Paul Gaultier put a man in a skirt back in 1984. And last year, Jaden Smith wore clothes designed for women in a Louis Vuitton advertisement. But showing the women’s and men’s lines together allowed for   consideration of what the differences were, really. Material? Designers used the same fabrics for many of the men’s and women’s collections. Cut? In some cases, the tailoring seemed uncannily similar. Accessories? Many designers included accessories that once would have been thought exclusively feminine or masculine on both male and female models. Fashion, like society, is clearly not opting for hard and fast rules. Yet each designer brought a particular sensibility to the gender continuum. Raf Simons made his name in men’s wear before expanding to women’s clothing. His first collection for Calvin Klein was also the first time the house showed both men’s and women’s lines in the same show. Mr. Simons was known for a distinctive male model, skinny and less bulked up, and he has said he designed some of his distinctive   suits for that physique. In this show, much of the men’s and women’s clothing looked all but identical there were a few times when it was hard to figure out whether the model was a man or a woman. There were glen plaid suits with   blazers and black leather jackets with silver rose cutouts for men and women. The   pants and varsity stripe motifs were echoed in the men’s and women’s clothes. Mr. Simons played with the idea of transparency: women in sheer tops showing nipples men in sheer tops showing theirs. But he did not overtly cross gender lines by putting men in skirts. And he showed some simply beautiful feminine clothes, such as the dresses made of feathers encased in sheer plastic. For Public School, the designers   Chow and Maxwell Osborne took street motifs often associated with men  —   parkas, puffers, hoodies, anoraks  —   and toyed with how to dress women in them. The    puffers for women were a surprisingly sensual look for a normally unisex coat the men in the show wore the puffers short, not big or baggy. As with the other runway shows, combining men and women allowed the designers to present one aesthetic and show how it applied to each gender. At Public School, a man walked out in a plaid shirt and slightly baggy pants with a zipper, followed by a woman wearing the same plaid shirt as a dress with a navy train. A man wore an oversize glen paid top a woman wore the same glen plaid ensemble but belted and draped more closely to her body. Generally, the men’s and women’s looks were not interchangeable rather, men were in recognizable men’s clothes, and women were more often in dresses and skirts, with bare shoulders and material gathered in artful folds. It was a brasher vision than Calvin Klein’s, further along the continuum of sexual distinction. Jeremy Scott had it both ways: gender traditional in his unabashed sexuality for women and nonconforming in his use of what were once thought of as feminine colors, styles and accessories for men. Many of his designs for women were sex kittenish, including baby doll dresses, fishnet stockings,   boots, short shorts in pink knit, and clingy tops in silver lamé. Men wore styles and colors that used to be associated with femininity: clingy velour pants in fuchsia and purple or jackets with gold fringe and purple sleeves. And sometimes Mr. Scott drew inspiration from both tropes in one look: He sent out a male model in a plaid skirt worn like a tunic over ripped jeans, finished off with an oversize parka. Men and women wore his signature Jesus motif coats with leopard accents  —   the women’s coats tighter, the men’s looser. In the end, designers ran the gamut, from blurring the lines between men and women to embracing them, sometimes in the same collection. It may be that fashion’s refusal to decide, to render any one verdict, is as radical as some of the more overtly political statements made this week on the runways.",0
519,US NATO To Attack Putin Military Drills in Russia – World War 3 RED Alert Kopya,Pakalert,source Add To The Conversation Using Facebook Comments,1
